img_id,dataset,route,score
135403304.jpg,koniq,r1anchor,2.3
1360663704.jpg,koniq,r1anchor,3.8
136287514.jpg,koniq,r1anchor,3.2
1368120580.jpg,koniq,r1anchor,4.1
136948336.jpg,koniq,r1anchor,3.8
138750201.jpg,koniq,r1anchor,3.2
139611767.jpg,koniq,r1anchor,2.8
1404458044.jpg,koniq,r1anchor,3.8
1408118135.jpg,koniq,r1anchor,3.2
14092652.jpg,koniq,r1anchor,3.2
1430765461.jpg,koniq,r1anchor,3.2
143394138.jpg,koniq,r1anchor,2.8
143643298.jpg,koniq,r1anchor,2.3
145089144.jpg,koniq,r1anchor,2.3
1466864952.jpg,koniq,r1anchor,2.8
1473138944.jpg,koniq,r1anchor,2.1
147783170.jpg,koniq,r1anchor,2.3
14898266.jpg,koniq,r1anchor,2.8
1492755190.jpg,koniq,r1anchor,4.1
149867784.jpg,koniq,r1anchor,3.2
15012954.jpg,koniq,r1anchor,2.8
153876946.jpg,koniq,r1anchor,3.2
1540229828.jpg,koniq,r1anchor,3.8
154740129.jpg,koniq,r1anchor,1.2
155365010.jpg,koniq,r1anchor,2.8
156015117.jpg,koniq,r1anchor,4.7
156451756.jpg,koniq,r1anchor,3.2
1572804254.jpg,koniq,r1anchor,3.2
1573719804.jpg,koniq,r1anchor,4.1
159144665.jpg,koniq,r1anchor,3.2
160999577.jpg,koniq,r1anchor,2.3
1646704912.jpg,koniq,r1anchor,4.1
1679551869.jpg,koniq,r1anchor,2.8
169625095.jpg,koniq,r1anchor,2.8
175326787.jpg,koniq,r1anchor,2.8
1795186582.jpg,koniq,r1anchor,2.8
1798554647.jpg,koniq,r1anchor,3.8
1799451312.jpg,koniq,r1anchor,3.2
1802306299.jpg,koniq,r1anchor,3.2
183156510.jpg,koniq,r1anchor,2.8
187640892.jpg,koniq,r1anchor,3.2
194369363.jpg,koniq,r1anchor,2.8
196734006.jpg,koniq,r1anchor,3.2
197324620.jpg,koniq,r1anchor,3.8
1995190133.jpg,koniq,r1anchor,3.8
2041755502.jpg,koniq,r1anchor,4.7
20522527.jpg,koniq,r1anchor,3.8
2053452455.jpg,koniq,r1anchor,3.2
206294085.jpg,koniq,r1anchor,2.8
2063421762.jpg,koniq,r1anchor,3.8
2068650026.jpg,koniq,r1anchor,3.2
2070418201.jpg,koniq,r1anchor,4.1
2088433684.jpg,koniq,r1anchor,2.8
2094668596.jpg,koniq,r1anchor,3.2
2097618827.jpg,koniq,r1anchor,3.2
2099199686.jpg,koniq,r1anchor,3.8
2100483102.jpg,koniq,r1anchor,3.8
2114797362.jpg,koniq,r1anchor,2.8
2125272449.jpg,koniq,r1anchor,3.8
2125535764.jpg,koniq,r1anchor,3.2
2126677316.jpg,koniq,r1anchor,2.8
2126890271.jpg,koniq,r1anchor,2.3
2128879923.jpg,koniq,r1anchor,2.3
2129680216.jpg,koniq,r1anchor,3.8
2131254561.jpg,koniq,r1anchor,3.8
2133766199.jpg,koniq,r1anchor,3.2
2138715193.jpg,koniq,r1anchor,3.2
2144963177.jpg,koniq,r1anchor,3.2
2149719899.jpg,koniq,r1anchor,2.8
2149726014.jpg,koniq,r1anchor,2.8
2167658722.jpg,koniq,r1anchor,3.2
2182811741.jpg,koniq,r1anchor,3.8
218453569.jpg,koniq,r1anchor,4.7
218457399.jpg,koniq,r1anchor,3.2
2199106763.jpg,koniq,r1anchor,3.2
2201178081.jpg,koniq,r1anchor,3.8
2223002938.jpg,koniq,r1anchor,3.8
222335349.jpg,koniq,r1anchor,3.2
2225683996.jpg,koniq,r1anchor,4.1
223186789.jpg,koniq,r1anchor,3.2
2236324282.jpg,koniq,r1anchor,3.8
2259747766.jpg,koniq,r1anchor,2.8
2260527943.jpg,koniq,r1anchor,4.7
2263434837.jpg,koniq,r1anchor,3.8
2276823208.jpg,koniq,r1anchor,4.1
2280432289.jpg,koniq,r1anchor,2.8
2285382083.jpg,koniq,r1anchor,3.2
2292770854.jpg,koniq,r1anchor,3.8
2298149104.jpg,koniq,r1anchor,3.8
2298165172.jpg,koniq,r1anchor,4.1
231161527.jpg,koniq,r1anchor,3.2
2325353113.jpg,koniq,r1anchor,2.8
2332998569.jpg,koniq,r1anchor,2.1
23371433.jpg,koniq,r1anchor,4.1
2342012928.jpg,koniq,r1anchor,4.7
2347131131.jpg,koniq,r1anchor,2.8
2349676135.jpg,koniq,r1anchor,2.8
2355192446.jpg,koniq,r1anchor,3.8
2364482871.jpg,koniq,r1anchor,3.2
2364901003.jpg,koniq,r1anchor,3.8
2365855574.jpg,koniq,r1anchor,3.2
2366307779.jpg,koniq,r1anchor,4.1
2372696116.jpg,koniq,r1anchor,3.2
2376113642.jpg,koniq,r1anchor,3.2
2378761573.jpg,koniq,r1anchor,2.8
2380962902.jpg,koniq,r1anchor,3.8
239029957.jpg,koniq,r1anchor,4.1
2405495711.jpg,koniq,r1anchor,4.1
2410933503.jpg,koniq,r1anchor,4.1
2415943373.jpg,koniq,r1anchor,4.1
2417107784.jpg,koniq,r1anchor,3.2
2421862008.jpg,koniq,r1anchor,3.2
2422029745.jpg,koniq,r1anchor,2.8
2429849599.jpg,koniq,r1anchor,3.8
2444482022.jpg,koniq,r1anchor,3.2
2448776548.jpg,koniq,r1anchor,3.8
2451920772.jpg,koniq,r1anchor,3.8
2459843879.jpg,koniq,r1anchor,3.2
2464934588.jpg,koniq,r1anchor,3.8
2465673065.jpg,koniq,r1anchor,2.8
2471109874.jpg,koniq,r1anchor,2.3
2477552466.jpg,koniq,r1anchor,2.1
2492228578.jpg,koniq,r1anchor,3.8
2503231447.jpg,koniq,r1anchor,4.5
2508139577.jpg,koniq,r1anchor,3.2
2517718928.jpg,koniq,r1anchor,4.7
2538038277.jpg,koniq,r1anchor,4.1
2539083530.jpg,koniq,r1anchor,3.2
2542492471.jpg,koniq,r1anchor,3.2
254969296.jpg,koniq,r1anchor,4.1
2555211479.jpg,koniq,r1anchor,4.1
255857546.jpg,koniq,r1anchor,4.7
2562592972.jpg,koniq,r1anchor,2.8
2569693875.jpg,koniq,r1anchor,3.8
2569774614.jpg,koniq,r1anchor,3.2
2570828036.jpg,koniq,r1anchor,3.2
257114018.jpg,koniq,r1anchor,4.1
2571521736.jpg,koniq,r1anchor,3.8
2578890441.jpg,koniq,r1anchor,4.1
2580252988.jpg,koniq,r1anchor,2.8
2588767665.jpg,koniq,r1anchor,3.2
2615955728.jpg,koniq,r1anchor,3.8
2621420457.jpg,koniq,r1anchor,3.2
2622466873.jpg,koniq,r1anchor,4.1
2624809780.jpg,koniq,r1anchor,4.1
2631446955.jpg,koniq,r1anchor,4.1
26344318.jpg,koniq,r1anchor,3.8
2653425342.jpg,koniq,r1anchor,4.1
2654797164.jpg,koniq,r1anchor,4.7
2672397400.jpg,koniq,r1anchor,4.1
2679224314.jpg,koniq,r1anchor,2.1
268066639.jpg,koniq,r1anchor,3.2
26847054.jpg,koniq,r1anchor,4.5
2688944098.jpg,koniq,r1anchor,3.2
268926698.jpg,koniq,r1anchor,2.8
2692538398.jpg,koniq,r1anchor,3.8
269509962.jpg,koniq,r1anchor,3.8
2698401109.jpg,koniq,r1anchor,4.5
2702264162.jpg,koniq,r1anchor,4.7
2703740653.jpg,koniq,r1anchor,3.2
2706980942.jpg,koniq,r1anchor,3.8
2715023572.jpg,koniq,r1anchor,3.8
2722913532.jpg,koniq,r1anchor,3.8
2725001053.jpg,koniq,r1anchor,2.8
2725180694.jpg,koniq,r1anchor,4.5
2726553628.jpg,koniq,r1anchor,3.8
273844105.jpg,koniq,r1anchor,4.1
2741854107.jpg,koniq,r1anchor,2.3
2746983219.jpg,koniq,r1anchor,4.7
2747111058.jpg,koniq,r1anchor,4.5
2748370097.jpg,koniq,r1anchor,3.2
2756512177.jpg,koniq,r1anchor,3.2
275983561.jpg,koniq,r1anchor,3.2
2764211276.jpg,koniq,r1anchor,2.8
276570133.jpg,koniq,r1anchor,2.8
276590560.jpg,koniq,r1anchor,3.8
2768178889.jpg,koniq,r1anchor,3.2
2780719978.jpg,koniq,r1anchor,4.1
2790138273.jpg,koniq,r1anchor,3.8
2800893640.jpg,koniq,r1anchor,2.3
2808063507.jpg,koniq,r1anchor,2.8
2818844013.jpg,koniq,r1anchor,3.2
282730228.jpg,koniq,r1anchor,4.5
2828824744.jpg,koniq,r1anchor,2.8
2833148596.jpg,koniq,r1anchor,4.1
2838554535.jpg,koniq,r1anchor,3.2
2848340403.jpg,koniq,r1anchor,4.1
2848415190.jpg,koniq,r1anchor,3.8
2848518668.jpg,koniq,r1anchor,4.7
2852195444.jpg,koniq,r1anchor,4.7
2855163439.jpg,koniq,r1anchor,3.2
2858136334.jpg,koniq,r1anchor,3.2
2866097268.jpg,koniq,r1anchor,3.2
2871570084.jpg,koniq,r1anchor,4.1
2871745051.jpg,koniq,r1anchor,4.7
288113726.jpg,koniq,r1anchor,3.2
2886173632.jpg,koniq,r1anchor,3.2
2887792801.jpg,koniq,r1anchor,3.8
289462174.jpg,koniq,r1anchor,3.2
2897238920.jpg,koniq,r1anchor,3.2
2902284957.jpg,koniq,r1anchor,4.1
2904337110.jpg,koniq,r1anchor,2.8
2906945782.jpg,koniq,r1anchor,3.2
2908654044.jpg,koniq,r1anchor,3.2
2916069086.jpg,koniq,r1anchor,4.1
2926374384.jpg,koniq,r1anchor,3.8
2927008302.jpg,koniq,r1anchor,3.2
2931922629.jpg,koniq,r1anchor,4.0
2932540851.jpg,koniq,r1anchor,3.8
2944165349.jpg,koniq,r1anchor,3.2
2948923084.jpg,koniq,r1anchor,4.5
2962584804.jpg,koniq,r1anchor,4.5
2967177700.jpg,koniq,r1anchor,4.1
2971372651.jpg,koniq,r1anchor,3.8
2978991004.jpg,koniq,r1anchor,3.2
2979597587.jpg,koniq,r1anchor,3.8
2985434942.jpg,koniq,r1anchor,3.2
299211567.jpg,koniq,r1anchor,2.3
299519765.jpg,koniq,r1anchor,4.5
2998270477.jpg,koniq,r1anchor,3.2
3005232085.jpg,koniq,r1anchor,3.2
3014660789.jpg,koniq,r1anchor,3.8
3017896883.jpg,koniq,r1anchor,2.3
3020768905.jpg,koniq,r1anchor,3.8
3021647597.jpg,koniq,r1anchor,3.2
3021659624.jpg,koniq,r1anchor,3.2
3039024.jpg,koniq,r1anchor,3.2
3040037970.jpg,koniq,r1anchor,4.5
3047954017.jpg,koniq,r1anchor,3.2
3051112804.jpg,koniq,r1anchor,2.1
3067436148.jpg,koniq,r1anchor,3.2
3071201670.jpg,koniq,r1anchor,2.8
3077228870.jpg,koniq,r1anchor,2.8
3078720945.jpg,koniq,r1anchor,3.2
3084860790.jpg,koniq,r1anchor,2.1
3090534929.jpg,koniq,r1anchor,3.2
3092999912.jpg,koniq,r1anchor,4.1
3094633355.jpg,koniq,r1anchor,3.2
3094978642.jpg,koniq,r1anchor,2.8
3100238639.jpg,koniq,r1anchor,2.8
3105967281.jpg,koniq,r1anchor,3.2
3107236272.jpg,koniq,r1anchor,2.8
3108798537.jpg,koniq,r1anchor,4.1
3108925603.jpg,koniq,r1anchor,4.1
3115128591.jpg,koniq,r1anchor,4.1
3115284513.jpg,koniq,r1anchor,2.1
3117729596.jpg,koniq,r1anchor,3.2
3118439925.jpg,koniq,r1anchor,4.5
311996877.jpg,koniq,r1anchor,2.3
312749227.jpg,koniq,r1anchor,4.1
3128928410.jpg,koniq,r1anchor,4.1
3132669524.jpg,koniq,r1anchor,2.8
313550822.jpg,koniq,r1anchor,3.2
3138088232.jpg,koniq,r1anchor,3.2
3138790639.jpg,koniq,r1anchor,3.8
3147348702.jpg,koniq,r1anchor,4.1
3147927973.jpg,koniq,r1anchor,3.2
3156288845.jpg,koniq,r1anchor,4.1
3157096755.jpg,koniq,r1anchor,3.2
3164921799.jpg,koniq,r1anchor,3.2
3165807292.jpg,koniq,r1anchor,4.1
3166870228.jpg,koniq,r1anchor,2.8
3168536494.jpg,koniq,r1anchor,3.2
3171148345.jpg,koniq,r1anchor,2.8
3175529254.jpg,koniq,r1anchor,3.2
3175555002.jpg,koniq,r1anchor,3.8
3177560540.jpg,koniq,r1anchor,4.7
3188292993.jpg,koniq,r1anchor,3.8
3193120688.jpg,koniq,r1anchor,4.1
3194756721.jpg,koniq,r1anchor,3.8
3195516092.jpg,koniq,r1anchor,3.2
3202755866.jpg,koniq,r1anchor,4.1
3204890107.jpg,koniq,r1anchor,2.8
3207112247.jpg,koniq,r1anchor,3.2
3207463467.jpg,koniq,r1anchor,3.2
3224700403.jpg,koniq,r1anchor,3.8
3231616959.jpg,koniq,r1anchor,4.1
3235296899.jpg,koniq,r1anchor,3.8
324339500.jpg,koniq,r1anchor,3.2
325223545.jpg,koniq,r1anchor,3.2
3253636665.jpg,koniq,r1anchor,4.5
3254444597.jpg,koniq,r1anchor,2.8
3259283855.jpg,koniq,r1anchor,3.2
326195053.jpg,koniq,r1anchor,3.2
3265568572.jpg,koniq,r1anchor,3.2
3274581285.jpg,koniq,r1anchor,4.1
3281012528.jpg,koniq,r1anchor,3.2
3296835726.jpg,koniq,r1anchor,4.1
3302975736.jpg,koniq,r1anchor,3.8
3303907744.jpg,koniq,r1anchor,4.7
3304434529.jpg,koniq,r1anchor,3.2
3305619554.jpg,koniq,r1anchor,3.8
3305968848.jpg,koniq,r1anchor,2.1
3306813341.jpg,koniq,r1anchor,3.2
3308768118.jpg,koniq,r1anchor,3.8
3314904869.jpg,koniq,r1anchor,2.8
332288233.jpg,koniq,r1anchor,3.2
3324496492.jpg,koniq,r1anchor,3.2
3341085556.jpg,koniq,r1anchor,2.1
3342346685.jpg,koniq,r1anchor,3.2
3347228837.jpg,koniq,r1anchor,4.1
3347823880.jpg,koniq,r1anchor,4.1
3355714233.jpg,koniq,r1anchor,3.2
3357164852.jpg,koniq,r1anchor,3.2
3364868711.jpg,koniq,r1anchor,3.2
3367044769.jpg,koniq,r1anchor,4.1
3367803108.jpg,koniq,r1anchor,4.5
3371856854.jpg,koniq,r1anchor,3.2
3378003631.jpg,koniq,r1anchor,4.1
3383452055.jpg,koniq,r1anchor,4.1
3383593963.jpg,koniq,r1anchor,2.8
3385195104.jpg,koniq,r1anchor,4.5
3385580051.jpg,koniq,r1anchor,2.3
3388708914.jpg,koniq,r1anchor,4.5
338924292.jpg,koniq,r1anchor,2.8
3395475764.jpg,koniq,r1anchor,4.1
3431390099.jpg,koniq,r1anchor,2.8
3433315492.jpg,koniq,r1anchor,2.8
3444483519.jpg,koniq,r1anchor,3.2
3446366493.jpg,koniq,r1anchor,3.8
3458950384.jpg,koniq,r1anchor,4.5
3464327257.jpg,koniq,r1anchor,3.2
3464988666.jpg,koniq,r1anchor,2.1
346617779.jpg,koniq,r1anchor,2.3
3469092597.jpg,koniq,r1anchor,4.7
3479727829.jpg,koniq,r1anchor,2.3
3487085790.jpg,koniq,r1anchor,3.2
3490117565.jpg,koniq,r1anchor,3.8
3490456545.jpg,koniq,r1anchor,2.3
3496521334.jpg,koniq,r1anchor,4.5
35002160.jpg,koniq,r1anchor,3.8
3505262206.jpg,koniq,r1anchor,3.2
3505627590.jpg,koniq,r1anchor,2.8
3511207085.jpg,koniq,r1anchor,3.2
3519364135.jpg,koniq,r1anchor,3.2
3530486052.jpg,koniq,r1anchor,4.1
3530563948.jpg,koniq,r1anchor,3.2
35311267.jpg,koniq,r1anchor,2.3
3532374814.jpg,koniq,r1anchor,3.2
3538380259.jpg,koniq,r1anchor,2.8
3547073718.jpg,koniq,r1anchor,4.1
3566079728.jpg,koniq,r1anchor,3.2
3581381105.jpg,koniq,r1anchor,3.8
358433606.jpg,koniq,r1anchor,2.3
3595766183.jpg,koniq,r1anchor,3.2
3596611917.jpg,koniq,r1anchor,3.8
359723983.jpg,koniq,r1anchor,4.5
3600948934.jpg,koniq,r1anchor,2.8
3606644176.jpg,koniq,r1anchor,4.5
3608137140.jpg,koniq,r1anchor,4.5
3609983548.jpg,koniq,r1anchor,3.8
3612174577.jpg,koniq,r1anchor,3.2
3615267731.jpg,koniq,r1anchor,3.8
3618795157.jpg,koniq,r1anchor,4.7
3628605791.jpg,koniq,r1anchor,4.1
3635405613.jpg,koniq,r1anchor,3.8
3639490630.jpg,koniq,r1anchor,3.2
3648316650.jpg,koniq,r1anchor,4.1
3652633823.jpg,koniq,r1anchor,3.8
3655930326.jpg,koniq,r1anchor,2.8
3658535721.jpg,koniq,r1anchor,4.1
3662491369.jpg,koniq,r1anchor,3.8
3667890322.jpg,koniq,r1anchor,3.2
3670448728.jpg,koniq,r1anchor,3.2
3674117315.jpg,koniq,r1anchor,3.8
3676465885.jpg,koniq,r1anchor,3.8
3683418770.jpg,koniq,r1anchor,3.2
3689872234.jpg,koniq,r1anchor,2.8
3697066196.jpg,koniq,r1anchor,2.8
3697530291.jpg,koniq,r1anchor,4.7
3706984010.jpg,koniq,r1anchor,2.1
3715014568.jpg,koniq,r1anchor,3.2
3716891886.jpg,koniq,r1anchor,4.1
3721179887.jpg,koniq,r1anchor,3.2
3736358849.jpg,koniq,r1anchor,3.2
3736907392.jpg,koniq,r1anchor,3.8
3749654443.jpg,koniq,r1anchor,2.3
3750920837.jpg,koniq,r1anchor,3.2
3755058211.jpg,koniq,r1anchor,4.7
3761272199.jpg,koniq,r1anchor,3.8
3767933394.jpg,koniq,r1anchor,4.7
3776716867.jpg,koniq,r1anchor,4.1
3780702032.jpg,koniq,r1anchor,3.8
3787014324.jpg,koniq,r1anchor,3.2
3800059044.jpg,koniq,r1anchor,4.1
3805107589.jpg,koniq,r1anchor,4.5
381148704.jpg,koniq,r1anchor,4.7
3812031514.jpg,koniq,r1anchor,3.2
3812865597.jpg,koniq,r1anchor,4.7
3825304964.jpg,koniq,r1anchor,4.1
3825837186.jpg,koniq,r1anchor,3.2
3827560087.jpg,koniq,r1anchor,4.7
3835050024.jpg,koniq,r1anchor,3.8
3843377036.jpg,koniq,r1anchor,3.2
3846071699.jpg,koniq,r1anchor,3.8
3847965007.jpg,koniq,r1anchor,3.8
3864280906.jpg,koniq,r1anchor,4.1
3866688343.jpg,koniq,r1anchor,3.2
3867441709.jpg,koniq,r1anchor,4.1
387003357.jpg,koniq,r1anchor,2.3
3870457394.jpg,koniq,r1anchor,4.7
3872832716.jpg,koniq,r1anchor,4.5
3886757277.jpg,koniq,r1anchor,3.2
3890421755.jpg,koniq,r1anchor,3.2
3895433023.jpg,koniq,r1anchor,3.2
3916850615.jpg,koniq,r1anchor,3.8
392103652.jpg,koniq,r1anchor,2.8
392558137.jpg,koniq,r1anchor,2.8
3930941584.jpg,koniq,r1anchor,2.8
3932785686.jpg,koniq,r1anchor,4.1
3934821151.jpg,koniq,r1anchor,4.5
3940847938.jpg,koniq,r1anchor,2.1
3948135332.jpg,koniq,r1anchor,4.7
3948277105.jpg,koniq,r1anchor,3.8
3961390501.jpg,koniq,r1anchor,3.8
396221760.jpg,koniq,r1anchor,3.2
3962244093.jpg,koniq,r1anchor,3.8
396505725.jpg,koniq,r1anchor,2.8
3969622447.jpg,koniq,r1anchor,4.1
3971662930.jpg,koniq,r1anchor,3.8
3971799391.jpg,koniq,r1anchor,4.1
3976883946.jpg,koniq,r1anchor,4.1
3977122123.jpg,koniq,r1anchor,3.8
3978652004.jpg,koniq,r1anchor,3.8
3985258920.jpg,koniq,r1anchor,3.2
3985602874.jpg,koniq,r1anchor,4.1
4005784260.jpg,koniq,r1anchor,4.7
4010451143.jpg,koniq,r1anchor,4.1
4016051317.jpg,koniq,r1anchor,2.3
4016200124.jpg,koniq,r1anchor,4.1
4018879156.jpg,koniq,r1anchor,3.2
4026925102.jpg,koniq,r1anchor,4.7
4033495510.jpg,koniq,r1anchor,3.2
4039710407.jpg,koniq,r1anchor,4.1
404033442.jpg,koniq,r1anchor,3.8
4042188530.jpg,koniq,r1anchor,3.2
4042306910.jpg,koniq,r1anchor,3.2
4045599734.jpg,koniq,r1anchor,3.2
4046716515.jpg,koniq,r1anchor,3.8
4047658369.jpg,koniq,r1anchor,3.8
4050875089.jpg,koniq,r1anchor,3.2
4054594935.jpg,koniq,r1anchor,3.2
4068780416.jpg,koniq,r1anchor,2.8
4076940518.jpg,koniq,r1anchor,4.5
4081293153.jpg,koniq,r1anchor,3.2
409233389.jpg,koniq,r1anchor,3.8
409446076.jpg,koniq,r1anchor,3.2
4094774604.jpg,koniq,r1anchor,3.2
4094850958.jpg,koniq,r1anchor,2.8
4099198318.jpg,koniq,r1anchor,3.8
4109408743.jpg,koniq,r1anchor,4.5
41130035.jpg,koniq,r1anchor,4.1
4114743309.jpg,koniq,r1anchor,3.8
4122173034.jpg,koniq,r1anchor,3.2
4125943270.jpg,koniq,r1anchor,4.7
4130373740.jpg,koniq,r1anchor,4.1
4132747677.jpg,koniq,r1anchor,3.2
4139991387.jpg,koniq,r1anchor,4.7
414892775.jpg,koniq,r1anchor,3.8
4149460224.jpg,koniq,r1anchor,2.8
4151551954.jpg,koniq,r1anchor,4.1
415283727.jpg,koniq,r1anchor,4.5
4154530402.jpg,koniq,r1anchor,3.8
4155484757.jpg,koniq,r1anchor,3.8
4157689684.jpg,koniq,r1anchor,4.1
4167198294.jpg,koniq,r1anchor,2.8
416910261.jpg,koniq,r1anchor,3.2
4170535749.jpg,koniq,r1anchor,4.1
4172609703.jpg,koniq,r1anchor,3.2
4187182991.jpg,koniq,r1anchor,2.8
4195621541.jpg,koniq,r1anchor,3.8
4211408239.jpg,koniq,r1anchor,3.8
4213244648.jpg,koniq,r1anchor,3.8
4213334951.jpg,koniq,r1anchor,2.8
