img_id,dataset,route,score,reason,parse_tier
10609356094.jpg,koniq,r6_8b,3.84,,1
10619909515.jpg,koniq,r6_8b,4.22,,1
10620356404.jpg,koniq,r6_8b,4.24,,1
106456452.jpg,koniq,r6_8b,2.96,,1
10680715605.jpg,koniq,r6_8b,3.42,,1
10680932454.jpg,koniq,r6_8b,4.16,,1
10686332213.jpg,koniq,r6_8b,3.88,,1
10694350076.jpg,koniq,r6_8b,4.48,,1
10705911926.jpg,koniq,r6_8b,4.28,,1
10706770686.jpg,koniq,r6_8b,4.64,,1
10713772814.jpg,koniq,r6_8b,4.16,,1
10740727595.jpg,koniq,r6_8b,3.98,,1
10745415703.jpg,koniq,r6_8b,4.08,,1
10745932825.jpg,koniq,r6_8b,3.98,,1
10747724694.jpg,koniq,r6_8b,3.32,,1
10762659033.jpg,koniq,r6_8b,2.44,,1
10765812585.jpg,koniq,r6_8b,3.92,,1
10775358296.jpg,koniq,r6_8b,2.38,,1
10783395635.jpg,koniq,r6_8b,4.38,,1
10784159775.jpg,koniq,r6_8b,4.4,,1
10786271105.jpg,koniq,r6_8b,4.3,,1
10798439785.jpg,koniq,r6_8b,4.34,,1
10799367156.jpg,koniq,r6_8b,4.5,,1
10799853136.jpg,koniq,r6_8b,3.72,,1
10806677866.jpg,koniq,r6_8b,4.18,,1
10819001424.jpg,koniq,r6_8b,2.34,,1
10849117054.jpg,koniq,r6_8b,3.8,,1
1084984228.jpg,koniq,r6_8b,2.64,,1
10856434794.jpg,koniq,r6_8b,3.14,,1
10872249945.jpg,koniq,r6_8b,4.58,,1
10880314705.jpg,koniq,r6_8b,4.92,,1
1089100444.jpg,koniq,r6_8b,4.96,,1
10923819485.jpg,koniq,r6_8b,3.04,,1
10927420963.jpg,koniq,r6_8b,3.6,,1
10961758274.jpg,koniq,r6_8b,4.62,,1
10981006796.jpg,koniq,r6_8b,2.34,,1
11005410885.jpg,koniq,r6_8b,3.24,,1
1100873520.jpg,koniq,r6_8b,3.32,,1
11016485883.jpg,koniq,r6_8b,4.34,,1
11031973684.jpg,koniq,r6_8b,3.52,,1
11054955216.jpg,koniq,r6_8b,3.92,,1
11078122366.jpg,koniq,r6_8b,4.22,,1
11098121724.jpg,koniq,r6_8b,4.16,,1
11111585533.jpg,koniq,r6_8b,4.48,,1
11118140253.jpg,koniq,r6_8b,4.76,,1
11143825565.jpg,koniq,r6_8b,4.5,,1
11158314215.jpg,koniq,r6_8b,3.38,,1
11159983896.jpg,koniq,r6_8b,4.58,,1
11169904264.jpg,koniq,r6_8b,4.22,,1
11209059333.jpg,koniq,r6_8b,3.48,,1
11216436636.jpg,koniq,r6_8b,4.92,,1
11229777185.jpg,koniq,r6_8b,3.88,,1
11241096796.jpg,koniq,r6_8b,4.24,,1
11242015725.jpg,koniq,r6_8b,4.34,,1
11245781693.jpg,koniq,r6_8b,4.22,,1
11250215644.jpg,koniq,r6_8b,3.68,,1
11252383376.jpg,koniq,r6_8b,4.5,,1
11252644224.jpg,koniq,r6_8b,3.36,,1
11264048414.jpg,koniq,r6_8b,1.88,,1
11270280904.jpg,koniq,r6_8b,3.56,,1
11273190884.jpg,koniq,r6_8b,4.4,,1
11287273183.jpg,koniq,r6_8b,4.74,,1
11294894953.jpg,koniq,r6_8b,4.18,,1
11310848503.jpg,koniq,r6_8b,4.18,,1
11338371864.jpg,koniq,r6_8b,4.22,,1
11356760053.jpg,koniq,r6_8b,4.5,,1
11382799454.jpg,koniq,r6_8b,4.72,,1
11396447303.jpg,koniq,r6_8b,4.22,,1
11433593823.jpg,koniq,r6_8b,4.68,,1
11436390143.jpg,koniq,r6_8b,4.62,,1
11437542656.jpg,koniq,r6_8b,4.24,,1
11446005074.jpg,koniq,r6_8b,4.34,,1
11452299875.jpg,koniq,r6_8b,4.4,,1
11456199025.jpg,koniq,r6_8b,2.34,,1
11477250346.jpg,koniq,r6_8b,4.5,,1
11490304024.jpg,koniq,r6_8b,4.24,,1
11520125355.jpg,koniq,r6_8b,4.04,,1
11522984926.jpg,koniq,r6_8b,4.22,,1
11527524903.jpg,koniq,r6_8b,2.56,,1
115290990.jpg,koniq,r6_8b,4.24,,1
11559530473.jpg,koniq,r6_8b,3.98,,1
1159028861.jpg,koniq,r6_8b,4.4,,1
117172917.jpg,koniq,r6_8b,3.94,,1
122760647.jpg,koniq,r6_8b,3.26,,1
1240561841.jpg,koniq,r6_8b,4.18,,1
1249337589.jpg,koniq,r6_8b,4.34,,1
127977276.jpg,koniq,r6_8b,4.5,,1
128781220.jpg,koniq,r6_8b,4.36,,1
1296759644.jpg,koniq,r6_8b,3.3,,1
1297819816.jpg,koniq,r6_8b,3.98,,1
132921013.jpg,koniq,r6_8b,4.18,,1
1332211559.jpg,koniq,r6_8b,2.08,,1
13325497.jpg,koniq,r6_8b,3.76,,1
1351917139.jpg,koniq,r6_8b,4.06,,1
135352055.jpg,koniq,r6_8b,1.88,,1
135403304.jpg,koniq,r6_8b,2.08,,1
1360663704.jpg,koniq,r6_8b,4.38,,1
136287514.jpg,koniq,r6_8b,3.36,,1
1368120580.jpg,koniq,r6_8b,4.5,,1
136948336.jpg,koniq,r6_8b,4.14,,1
138750201.jpg,koniq,r6_8b,3.92,,1
139611767.jpg,koniq,r6_8b,3.08,,1
1404458044.jpg,koniq,r6_8b,4.22,,1
1408118135.jpg,koniq,r6_8b,3.68,,1
14092652.jpg,koniq,r6_8b,3.86,,1
1430765461.jpg,koniq,r6_8b,3.98,,1
143394138.jpg,koniq,r6_8b,2.38,,1
143643298.jpg,koniq,r6_8b,1.88,,1
145089144.jpg,koniq,r6_8b,1.88,,1
1466864952.jpg,koniq,r6_8b,2.94,,1
1473138944.jpg,koniq,r6_8b,2.58,,1
147783170.jpg,koniq,r6_8b,2.94,,1
14898266.jpg,koniq,r6_8b,3.32,,1
1492755190.jpg,koniq,r6_8b,4.06,,1
149867784.jpg,koniq,r6_8b,4.06,,1
15012954.jpg,koniq,r6_8b,2.7,,1
153876946.jpg,koniq,r6_8b,3.4,,1
1540229828.jpg,koniq,r6_8b,4.34,,1
154740129.jpg,koniq,r6_8b,1.96,,1
155365010.jpg,koniq,r6_8b,2.28,,1
156015117.jpg,koniq,r6_8b,4.62,,1
156451756.jpg,koniq,r6_8b,2.86,,1
1572804254.jpg,koniq,r6_8b,3.2,,1
1573719804.jpg,koniq,r6_8b,4.24,,1
159144665.jpg,koniq,r6_8b,4.02,,1
160999577.jpg,koniq,r6_8b,2.54,,1
1646704912.jpg,koniq,r6_8b,4.38,,1
1679551869.jpg,koniq,r6_8b,2.98,,1
169625095.jpg,koniq,r6_8b,3.14,,1
175326787.jpg,koniq,r6_8b,3.14,,1
1795186582.jpg,koniq,r6_8b,2.28,,1
1798554647.jpg,koniq,r6_8b,4.02,,1
1799451312.jpg,koniq,r6_8b,3.82,,1
1802306299.jpg,koniq,r6_8b,3.4,,1
183156510.jpg,koniq,r6_8b,2.96,,1
187640892.jpg,koniq,r6_8b,3.3,,1
194369363.jpg,koniq,r6_8b,2.84,,1
196734006.jpg,koniq,r6_8b,3.62,,1
197324620.jpg,koniq,r6_8b,4.08,,1
1995190133.jpg,koniq,r6_8b,4.46,,1
2041755502.jpg,koniq,r6_8b,4.48,,1
20522527.jpg,koniq,r6_8b,4.24,,1
2053452455.jpg,koniq,r6_8b,3.68,,1
206294085.jpg,koniq,r6_8b,3.14,,1
2063421762.jpg,koniq,r6_8b,3.78,,1
2068650026.jpg,koniq,r6_8b,3.56,,1
2070418201.jpg,koniq,r6_8b,3.98,,1
2088433684.jpg,koniq,r6_8b,3.3,,1
2094668596.jpg,koniq,r6_8b,3.58,,1
2097618827.jpg,koniq,r6_8b,3.38,,1
2099199686.jpg,koniq,r6_8b,3.66,,1
2100483102.jpg,koniq,r6_8b,3.48,,1
2114797362.jpg,koniq,r6_8b,2.68,,1
2125272449.jpg,koniq,r6_8b,3.5,,1
2125535764.jpg,koniq,r6_8b,3.88,,1
2126677316.jpg,koniq,r6_8b,2.94,,1
2126890271.jpg,koniq,r6_8b,2.66,,1
2128879923.jpg,koniq,r6_8b,2.08,,1
2129680216.jpg,koniq,r6_8b,4.24,,1
2131254561.jpg,koniq,r6_8b,3.3,,1
2133766199.jpg,koniq,r6_8b,3.38,,1
2138715193.jpg,koniq,r6_8b,3.98,,1
2144963177.jpg,koniq,r6_8b,3.22,,1
2149719899.jpg,koniq,r6_8b,3.04,,1
2149726014.jpg,koniq,r6_8b,3.14,,1
2167658722.jpg,koniq,r6_8b,3.92,,1
2182811741.jpg,koniq,r6_8b,4.18,,1
218453569.jpg,koniq,r6_8b,4.38,,1
218457399.jpg,koniq,r6_8b,3.36,,1
2199106763.jpg,koniq,r6_8b,3.5,,1
2201178081.jpg,koniq,r6_8b,4.24,,1
2223002938.jpg,koniq,r6_8b,3.88,,1
222335349.jpg,koniq,r6_8b,3.96,,1
2225683996.jpg,koniq,r6_8b,4.22,,1
223186789.jpg,koniq,r6_8b,3.32,,1
2236324282.jpg,koniq,r6_8b,4.24,,1
2259747766.jpg,koniq,r6_8b,3.0,,1
2260527943.jpg,koniq,r6_8b,4.32,,1
2263434837.jpg,koniq,r6_8b,4.22,,1
2276823208.jpg,koniq,r6_8b,4.48,,1
2280432289.jpg,koniq,r6_8b,2.54,,1
2285382083.jpg,koniq,r6_8b,3.86,,1
2292770854.jpg,koniq,r6_8b,4.06,,1
2298149104.jpg,koniq,r6_8b,3.98,,1
2298165172.jpg,koniq,r6_8b,4.48,,1
231161527.jpg,koniq,r6_8b,3.66,,1
2325353113.jpg,koniq,r6_8b,1.88,,1
2332998569.jpg,koniq,r6_8b,1.98,,1
23371433.jpg,koniq,r6_8b,4.22,,1
2342012928.jpg,koniq,r6_8b,4.64,,1
2347131131.jpg,koniq,r6_8b,2.74,,1
2349676135.jpg,koniq,r6_8b,3.32,,1
2355192446.jpg,koniq,r6_8b,4.34,,1
2364482871.jpg,koniq,r6_8b,3.34,,1
2364901003.jpg,koniq,r6_8b,3.5,,1
2365855574.jpg,koniq,r6_8b,3.1,,1
2366307779.jpg,koniq,r6_8b,4.18,,1
2372696116.jpg,koniq,r6_8b,3.32,,1
2376113642.jpg,koniq,r6_8b,3.04,,1
2378761573.jpg,koniq,r6_8b,3.38,,1
2380962902.jpg,koniq,r6_8b,4.24,,1
239029957.jpg,koniq,r6_8b,4.34,,1
2405495711.jpg,koniq,r6_8b,3.92,,1
2410933503.jpg,koniq,r6_8b,4.5,,1
2415943373.jpg,koniq,r6_8b,4.34,,1
2417107784.jpg,koniq,r6_8b,3.66,,1
2421862008.jpg,koniq,r6_8b,4.08,,1
2422029745.jpg,koniq,r6_8b,2.7,,1
2429849599.jpg,koniq,r6_8b,3.78,,1
2444482022.jpg,koniq,r6_8b,3.26,,1
2448776548.jpg,koniq,r6_8b,3.58,,1
2451920772.jpg,koniq,r6_8b,3.98,,1
2459843879.jpg,koniq,r6_8b,3.98,,1
2464934588.jpg,koniq,r6_8b,3.74,,1
2465673065.jpg,koniq,r6_8b,3.3,,1
2471109874.jpg,koniq,r6_8b,2.34,,1
2477552466.jpg,koniq,r6_8b,2.06,,1
2492228578.jpg,koniq,r6_8b,3.2,,1
2503231447.jpg,koniq,r6_8b,4.5,,1
2508139577.jpg,koniq,r6_8b,2.84,,1
2517718928.jpg,koniq,r6_8b,4.74,,1
2538038277.jpg,koniq,r6_8b,4.24,,1
2539083530.jpg,koniq,r6_8b,3.4,,1
2542492471.jpg,koniq,r6_8b,3.18,,1
254969296.jpg,koniq,r6_8b,3.98,,1
2555211479.jpg,koniq,r6_8b,3.26,,1
255857546.jpg,koniq,r6_8b,4.66,,1
2562592972.jpg,koniq,r6_8b,2.26,,1
2569693875.jpg,koniq,r6_8b,4.24,,1
2569774614.jpg,koniq,r6_8b,3.32,,1
2570828036.jpg,koniq,r6_8b,3.88,,1
257114018.jpg,koniq,r6_8b,4.28,,1
2571521736.jpg,koniq,r6_8b,3.24,,1
2578890441.jpg,koniq,r6_8b,4.48,,1
2580252988.jpg,koniq,r6_8b,2.92,,1
2588767665.jpg,koniq,r6_8b,3.88,,1
2615955728.jpg,koniq,r6_8b,4.74,,1
2621420457.jpg,koniq,r6_8b,3.96,,1
2622466873.jpg,koniq,r6_8b,4.24,,1
2624809780.jpg,koniq,r6_8b,3.8,,1
2631446955.jpg,koniq,r6_8b,4.58,,1
26344318.jpg,koniq,r6_8b,3.74,,1
2653425342.jpg,koniq,r6_8b,4.22,,1
2654797164.jpg,koniq,r6_8b,4.68,,1
2672397400.jpg,koniq,r6_8b,4.22,,1
2679224314.jpg,koniq,r6_8b,1.88,,1
268066639.jpg,koniq,r6_8b,3.36,,1
26847054.jpg,koniq,r6_8b,4.22,,1
2688944098.jpg,koniq,r6_8b,3.52,,1
268926698.jpg,koniq,r6_8b,3.48,,1
2692538398.jpg,koniq,r6_8b,4.18,,1
269509962.jpg,koniq,r6_8b,3.34,,1
2698401109.jpg,koniq,r6_8b,4.92,,1
2702264162.jpg,koniq,r6_8b,4.76,,1
2703740653.jpg,koniq,r6_8b,3.68,,1
2706980942.jpg,koniq,r6_8b,4.34,,1
2715023572.jpg,koniq,r6_8b,4.48,,1
2722913532.jpg,koniq,r6_8b,4.16,,1
2725001053.jpg,koniq,r6_8b,2.66,,1
2725180694.jpg,koniq,r6_8b,4.76,,1
2726553628.jpg,koniq,r6_8b,4.22,,1
273844105.jpg,koniq,r6_8b,4.7,,1
2741854107.jpg,koniq,r6_8b,2.08,,1
2746983219.jpg,koniq,r6_8b,4.24,,1
2747111058.jpg,koniq,r6_8b,4.16,,1
2748370097.jpg,koniq,r6_8b,3.22,,1
2756512177.jpg,koniq,r6_8b,3.68,,1
275983561.jpg,koniq,r6_8b,3.4,,1
2764211276.jpg,koniq,r6_8b,2.94,,1
276570133.jpg,koniq,r6_8b,3.14,,1
276590560.jpg,koniq,r6_8b,3.98,,1
2768178889.jpg,koniq,r6_8b,3.38,,1
2780719978.jpg,koniq,r6_8b,4.24,,1
2790138273.jpg,koniq,r6_8b,4.24,,1
2800893640.jpg,koniq,r6_8b,1.88,,1
2808063507.jpg,koniq,r6_8b,3.32,,1
2818844013.jpg,koniq,r6_8b,4.22,,1
282730228.jpg,koniq,r6_8b,4.22,,1
2828824744.jpg,koniq,r6_8b,3.36,,1
2833148596.jpg,koniq,r6_8b,4.02,,1
2838554535.jpg,koniq,r6_8b,3.14,,1
2848340403.jpg,koniq,r6_8b,3.42,,1
2848415190.jpg,koniq,r6_8b,4.24,,1
2848518668.jpg,koniq,r6_8b,4.84,,1
2852195444.jpg,koniq,r6_8b,4.2,,1
2855163439.jpg,koniq,r6_8b,3.46,,1
2858136334.jpg,koniq,r6_8b,2.96,,1
2866097268.jpg,koniq,r6_8b,4.04,,1
2871570084.jpg,koniq,r6_8b,4.6,,1
2871745051.jpg,koniq,r6_8b,4.5,,1
288113726.jpg,koniq,r6_8b,2.94,,1
2886173632.jpg,koniq,r6_8b,3.56,,1
2887792801.jpg,koniq,r6_8b,4.02,,1
289462174.jpg,koniq,r6_8b,3.02,,1
2897238920.jpg,koniq,r6_8b,2.96,,1
2902284957.jpg,koniq,r6_8b,4.52,,1
2904337110.jpg,koniq,r6_8b,3.26,,1
2906945782.jpg,koniq,r6_8b,3.9,,1
2908654044.jpg,koniq,r6_8b,3.5,,1
2916069086.jpg,koniq,r6_8b,4.34,,1
2926374384.jpg,koniq,r6_8b,4.08,,1
2927008302.jpg,koniq,r6_8b,3.98,,1
2931922629.jpg,koniq,r6_8b,4.18,,1
2932540851.jpg,koniq,r6_8b,4.4,,1
2944165349.jpg,koniq,r6_8b,3.22,,1
2948923084.jpg,koniq,r6_8b,4.84,,1
2962584804.jpg,koniq,r6_8b,4.44,,1
2967177700.jpg,koniq,r6_8b,4.34,,1
2971372651.jpg,koniq,r6_8b,4.34,,1
2978991004.jpg,koniq,r6_8b,3.86,,1
2979597587.jpg,koniq,r6_8b,3.38,,1
2985434942.jpg,koniq,r6_8b,3.36,,1
299211567.jpg,koniq,r6_8b,2.34,,1
299519765.jpg,koniq,r6_8b,4.54,,1
2998270477.jpg,koniq,r6_8b,3.14,,1
3005232085.jpg,koniq,r6_8b,4.06,,1
3014660789.jpg,koniq,r6_8b,3.62,,1
3017896883.jpg,koniq,r6_8b,2.16,,1
3020768905.jpg,koniq,r6_8b,4.24,,1
3021647597.jpg,koniq,r6_8b,3.4,,1
3021659624.jpg,koniq,r6_8b,3.38,,1
3039024.jpg,koniq,r6_8b,4.22,,1
3040037970.jpg,koniq,r6_8b,4.5,,1
3047954017.jpg,koniq,r6_8b,4.08,,1
3051112804.jpg,koniq,r6_8b,2.82,,1
3067436148.jpg,koniq,r6_8b,2.84,,1
3071201670.jpg,koniq,r6_8b,3.46,,1
3077228870.jpg,koniq,r6_8b,2.54,,1
3078720945.jpg,koniq,r6_8b,3.38,,1
3084860790.jpg,koniq,r6_8b,2.58,,1
3090534929.jpg,koniq,r6_8b,2.96,,1
3092999912.jpg,koniq,r6_8b,4.42,,1
3094633355.jpg,koniq,r6_8b,3.76,,1
3094978642.jpg,koniq,r6_8b,3.14,,1
3100238639.jpg,koniq,r6_8b,3.32,,1
3105967281.jpg,koniq,r6_8b,3.34,,1
3107236272.jpg,koniq,r6_8b,3.02,,1
3108798537.jpg,koniq,r6_8b,4.4,,1
3108925603.jpg,koniq,r6_8b,4.48,,1
3115128591.jpg,koniq,r6_8b,4.04,,1
3115284513.jpg,koniq,r6_8b,2.34,,1
3117729596.jpg,koniq,r6_8b,3.84,,1
3118439925.jpg,koniq,r6_8b,4.5,,1
311996877.jpg,koniq,r6_8b,3.32,,1
312749227.jpg,koniq,r6_8b,4.4,,1
3128928410.jpg,koniq,r6_8b,4.22,,1
3132669524.jpg,koniq,r6_8b,2.08,,1
313550822.jpg,koniq,r6_8b,3.38,,1
3138088232.jpg,koniq,r6_8b,3.36,,1
3138790639.jpg,koniq,r6_8b,4.22,,1
3147348702.jpg,koniq,r6_8b,4.18,,1
3147927973.jpg,koniq,r6_8b,3.48,,1
3156288845.jpg,koniq,r6_8b,4.46,,1
3157096755.jpg,koniq,r6_8b,4.08,,1
3164921799.jpg,koniq,r6_8b,4.08,,1
3165807292.jpg,koniq,r6_8b,4.12,,1
3166870228.jpg,koniq,r6_8b,2.44,,1
3168536494.jpg,koniq,r6_8b,3.6,,1
3171148345.jpg,koniq,r6_8b,2.34,,1
3175529254.jpg,koniq,r6_8b,3.58,,1
3175555002.jpg,koniq,r6_8b,4.22,,1
3177560540.jpg,koniq,r6_8b,4.4,,1
3188292993.jpg,koniq,r6_8b,4.38,,1
3193120688.jpg,koniq,r6_8b,4.22,,1
3194756721.jpg,koniq,r6_8b,2.56,,1
3195516092.jpg,koniq,r6_8b,4.22,,1
3202755866.jpg,koniq,r6_8b,4.5,,1
3204890107.jpg,koniq,r6_8b,2.46,,1
3207112247.jpg,koniq,r6_8b,3.8,,1
3207463467.jpg,koniq,r6_8b,4.24,,1
3224700403.jpg,koniq,r6_8b,4.24,,1
3231616959.jpg,koniq,r6_8b,4.22,,1
3235296899.jpg,koniq,r6_8b,4.22,,1
324339500.jpg,koniq,r6_8b,2.88,,1
325223545.jpg,koniq,r6_8b,4.0,,1
3253636665.jpg,koniq,r6_8b,4.64,,1
3254444597.jpg,koniq,r6_8b,2.44,,1
3259283855.jpg,koniq,r6_8b,3.68,,1
326195053.jpg,koniq,r6_8b,2.8,,1
3265568572.jpg,koniq,r6_8b,4.22,,1
3274581285.jpg,koniq,r6_8b,4.34,,1
3281012528.jpg,koniq,r6_8b,3.58,,1
3296835726.jpg,koniq,r6_8b,4.5,,1
3302975736.jpg,koniq,r6_8b,4.24,,1
3303907744.jpg,koniq,r6_8b,4.4,,1
3304434529.jpg,koniq,r6_8b,3.68,,1
3305619554.jpg,koniq,r6_8b,3.88,,1
3305968848.jpg,koniq,r6_8b,2.34,,1
3306813341.jpg,koniq,r6_8b,4.24,,1
3308768118.jpg,koniq,r6_8b,4.04,,1
3314904869.jpg,koniq,r6_8b,2.44,,1
332288233.jpg,koniq,r6_8b,3.14,,1
3324496492.jpg,koniq,r6_8b,3.2,,1
3341085556.jpg,koniq,r6_8b,1.88,,1
3342346685.jpg,koniq,r6_8b,4.14,,1
3347228837.jpg,koniq,r6_8b,4.34,,1
3347823880.jpg,koniq,r6_8b,3.78,,1
3355714233.jpg,koniq,r6_8b,3.22,,1
3357164852.jpg,koniq,r6_8b,3.5,,1
3364868711.jpg,koniq,r6_8b,3.14,,1
3367044769.jpg,koniq,r6_8b,4.34,,1
3367803108.jpg,koniq,r6_8b,4.4,,1
3371856854.jpg,koniq,r6_8b,4.22,,1
3378003631.jpg,koniq,r6_8b,4.22,,1
3383452055.jpg,koniq,r6_8b,4.38,,1
3383593963.jpg,koniq,r6_8b,3.2,,1
3385195104.jpg,koniq,r6_8b,4.5,,1
3385580051.jpg,koniq,r6_8b,2.56,,1
3388708914.jpg,koniq,r6_8b,4.24,,1
338924292.jpg,koniq,r6_8b,3.32,,1
3395475764.jpg,koniq,r6_8b,4.34,,1
3431390099.jpg,koniq,r6_8b,2.86,,1
3433315492.jpg,koniq,r6_8b,2.82,,1
3444483519.jpg,koniq,r6_8b,3.92,,1
3446366493.jpg,koniq,r6_8b,3.32,,1
3458950384.jpg,koniq,r6_8b,4.62,,1
3464327257.jpg,koniq,r6_8b,3.22,,1
3464988666.jpg,koniq,r6_8b,2.34,,1
346617779.jpg,koniq,r6_8b,2.34,,1
3469092597.jpg,koniq,r6_8b,4.64,,1
3479727829.jpg,koniq,r6_8b,2.34,,1
3487085790.jpg,koniq,r6_8b,4.24,,1
3490117565.jpg,koniq,r6_8b,4.34,,1
3490456545.jpg,koniq,r6_8b,2.64,,1
3496521334.jpg,koniq,r6_8b,4.6,,1
35002160.jpg,koniq,r6_8b,4.24,,1
3505262206.jpg,koniq,r6_8b,3.32,,1
3505627590.jpg,koniq,r6_8b,3.32,,1
3511207085.jpg,koniq,r6_8b,3.78,,1
3519364135.jpg,koniq,r6_8b,3.66,,1
3530486052.jpg,koniq,r6_8b,4.48,,1
3530563948.jpg,koniq,r6_8b,3.96,,1
35311267.jpg,koniq,r6_8b,2.08,,1
3532374814.jpg,koniq,r6_8b,4.02,,1
3538380259.jpg,koniq,r6_8b,3.32,,1
3547073718.jpg,koniq,r6_8b,4.66,,1
3566079728.jpg,koniq,r6_8b,4.04,,1
3581381105.jpg,koniq,r6_8b,4.22,,1
358433606.jpg,koniq,r6_8b,2.08,,1
3595766183.jpg,koniq,r6_8b,4.34,,1
3596611917.jpg,koniq,r6_8b,4.34,,1
359723983.jpg,koniq,r6_8b,4.72,,1
3600948934.jpg,koniq,r6_8b,3.26,,1
3606644176.jpg,koniq,r6_8b,4.22,,1
3608137140.jpg,koniq,r6_8b,4.5,,1
3609983548.jpg,koniq,r6_8b,3.78,,1
3612174577.jpg,koniq,r6_8b,2.94,,1
3615267731.jpg,koniq,r6_8b,3.76,,1
3618795157.jpg,koniq,r6_8b,4.96,,1
3628605791.jpg,koniq,r6_8b,4.22,,1
3635405613.jpg,koniq,r6_8b,4.18,,1
3639490630.jpg,koniq,r6_8b,4.22,,1
3648316650.jpg,koniq,r6_8b,4.4,,1
3652633823.jpg,koniq,r6_8b,4.4,,1
3655930326.jpg,koniq,r6_8b,3.42,,1
3658535721.jpg,koniq,r6_8b,4.58,,1
3662491369.jpg,koniq,r6_8b,4.18,,1
3667890322.jpg,koniq,r6_8b,3.66,,1
3670448728.jpg,koniq,r6_8b,2.94,,1
3674117315.jpg,koniq,r6_8b,3.66,,1
3676465885.jpg,koniq,r6_8b,3.22,,1
3683418770.jpg,koniq,r6_8b,3.78,,1
3689872234.jpg,koniq,r6_8b,3.26,,1
3697066196.jpg,koniq,r6_8b,3.3,,1
3697530291.jpg,koniq,r6_8b,4.96,,1
3706984010.jpg,koniq,r6_8b,2.08,,1
3715014568.jpg,koniq,r6_8b,3.54,,1
3716891886.jpg,koniq,r6_8b,4.62,,1
3721179887.jpg,koniq,r6_8b,3.06,,1
3736358849.jpg,koniq,r6_8b,3.32,,1
3736907392.jpg,koniq,r6_8b,3.88,,1
3749654443.jpg,koniq,r6_8b,3.22,,1
3750920837.jpg,koniq,r6_8b,3.32,,1
3755058211.jpg,koniq,r6_8b,4.78,,1
3761272199.jpg,koniq,r6_8b,3.7,,1
3767933394.jpg,koniq,r6_8b,4.74,,1
3776716867.jpg,koniq,r6_8b,4.22,,1
3780702032.jpg,koniq,r6_8b,4.22,,1
3787014324.jpg,koniq,r6_8b,3.6,,1
3800059044.jpg,koniq,r6_8b,4.18,,1
3805107589.jpg,koniq,r6_8b,3.92,,1
381148704.jpg,koniq,r6_8b,4.64,,1
3812031514.jpg,koniq,r6_8b,2.9,,1
3812865597.jpg,koniq,r6_8b,4.5,,1
3825304964.jpg,koniq,r6_8b,4.22,,1
3825837186.jpg,koniq,r6_8b,3.18,,1
3827560087.jpg,koniq,r6_8b,4.96,,1
3835050024.jpg,koniq,r6_8b,3.98,,1
3843377036.jpg,koniq,r6_8b,3.26,,1
3846071699.jpg,koniq,r6_8b,4.4,,1
3847965007.jpg,koniq,r6_8b,4.18,,1
3864280906.jpg,koniq,r6_8b,4.5,,1
3866688343.jpg,koniq,r6_8b,3.46,,1
3867441709.jpg,koniq,r6_8b,4.56,,1
387003357.jpg,koniq,r6_8b,2.34,,1
3870457394.jpg,koniq,r6_8b,4.48,,1
3872832716.jpg,koniq,r6_8b,4.48,,1
