img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10011.jpg,spaq,r3,,8.0033,"S-GLOBAL(9.2): Vibrant purple flowers and rich foliage create a lush, natural beauty; no flaws or distractions; excellent overall impression. | S-TECH(7.2): Minor softness in fine foliage textures; slight noise in shadows; no clipping, cast, or artifacts; overall clean and well-exposed. | S-AESTH(7.2): Pleasant purple-green color harmony; balanced composition with strong vertical contrast from dark foliage; soft, even lighting enhances texture without harshness.",1,composition|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 9.2}"
10012.jpg,spaq,r3,,6.7314,"S-GLOBAL(7.2): Clear, well-composed scene with statues and trees; slight overcast lighting but no major flaws. Overall impression is good and acceptable. | S-TECH(7.2): Minor softness and slight noise in shadows; edges of statues and foliage are mostly clear; no clipping or color cast; minimal compression artifacts. | S-AESTH(5.2): Ordinary composition with centered statues; flat overcast lighting; muted color harmony; visual hierarchy clear but unremarkable.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10013.jpg,spaq,r3,,8.2065,"S-CONTENT(9.2): All subjects fully visible: towels and candle intact, no occlusion or cropping; key regions (label, texture) clearly legible. | S-GLOBAL(7.8): Clean, well-lit composition with neat towel arrangement and decorative bottle; minor label text inversion is barely noticeable. | S-AESTH(7.2): Balanced composition with soft textures; neutral palette harmonizes well; lighting is even and clean; visual hierarchy guides eye to towels and bottle.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 7.8}"
10014.jpg,spaq,r3,,6.7314,"S-GLOBAL(7.2): Natural scene with good detail and color; slight overexposure in sky and minor noise, but overall pleasing and acceptable. | S-TECH(7.2): Minor softness and slight noise in shadows; edges of rocks and foliage mostly crisp; no clipping, color cast, or compression artifacts visible. | S-AESTH(5.2): Ordinary snapshot: natural lighting and green palette are pleasant but composition lacks focus; cluttered framing with no clear visual hierarchy.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10015.jpg,spaq,r3,,6.2628,"S-GLOBAL(7.2): Overcast lighting and muted colors, but image is clear, well-composed, and visually coherent with no distracting flaws. | S-TECH(7.2): Minor softness and slight noise in shadows; no clipping or color cast; gradients smooth; edges mostly clean with no visible artifacts. | S-AESTH(3.2): Flat, overcast lighting lacks mood; cluttered composition with competing cranes and signs; dull color palette; visual hierarchy lost amid construction chaos.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 3.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10016.jpg,spaq,r3,,5.2,"S-GLOBAL(5.2): Soft focus and muted colors reduce impact, but family moment is clear and emotionally warm; flaws are noticeable but tolerable. | S-TECH(5.2): Moderate blur across subjects and background; fine textures like hair and foliage are smeared. Uniform areas show mild noise. Exposure is flat with crushed shadows in coat and under tree. | S-AESTH(5.2): Ordinary composition with subjects off-center; flat, overcast lighting lacks mood; muted colors are harmonious but unremarkable; visual hierarchy is clear but not compelling.",1,exposure|composition|blur,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 5.2, ""S-GLOBAL"": 5.2, ""S-AESTH"": 5.2}"
10017.jpg,spaq,r3,,4.4471,"S-GLOBAL(3.2): Blurry, low contrast, and hazy; details lost in building and vehicles; overall dull and visually unappealing. | S-TECH(5.2): Moderate blur across entire image, especially in fine textures like roof details and foliage; noticeable noise in shadows; exposure is flat with crushed shadows. | S-NATURAL(5.2): Noticeable over-smoothing and noise reduction; textures appear soft and slightly smeared, especially on building details and foliage. No harsh halos or oversaturation.",1,blur|exposure|noise,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 3.2, ""S-NATURAL"": 5.2, ""S-TECH"": 5.2}"
10018.jpg,spaq,r3,,6.7314,"S-GLOBAL(7.2): Natural, well-composed scene with clear details in rock and foliage; minor noise and soft focus don't detract from overall pleasant impression. | S-TECH(7.2): Minor softness and slight noise in shadows; fine textures on rock and foliage mostly preserved; no clipping or artifacts. | S-AESTH(5.2): Ordinary composition with centered rock; natural but flat lighting; muted green-brown palette is harmonious but unremarkable; no strong visual hierarchy.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10019.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates; entire image is indistinct, details lost, unacceptable for any purpose. | S-TECH(1.2): Severe motion blur throughout; edges and text are smeared, details unrecognizable; no discernible focus or texture. | S-AESTH(1.2): Severe blur obscures all compositional elements; lighting and color indiscernible; no visual hierarchy or aesthetic coherence.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10020.jpg,spaq,r3,,7.7548,"S-CONTENT(9.2): Fire hydrant fully visible, no occlusion or cropping; key regions (valves, text) intact; framing intentional and complete. | S-GLOBAL(7.8): Clear, well-lit image with sharp details on tripod and hydrant; minor clutter in background doesn't distract; overall good quality. | S-AESTH(5.2): Ordinary snapshot: tripod and hydrant centered, flat daylight, green-red contrast is clear but not harmonious, no strong visual hierarchy or composition.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 7.8}"
10021.jpg,spaq,r3,,5.1286,"S-GLOBAL(3.2): Severe motion blur dominates the image, obscuring the subject and reducing clarity; background is clear but overall impression is poor due to lack of sharpness. | S-NATURAL(9.2): No processing artifacts; natural motion blur from camera, no halos, oversaturation, or smoothing. Scene appears unedited and authentic. | S-AESTH(3.2): Severe motion blur obscures subject, flat lighting, neutral colors lack harmony, cluttered background with security camera and sign distract from visual hierarchy.",1,blur|composition,S-AESTH|S-GLOBAL|S-NATURAL,"{""S-AESTH"": 3.2, ""S-GLOBAL"": 3.2, ""S-NATURAL"": 9.2}"
10022.jpg,spaq,r3,,7.2,"S-GLOBAL(7.2): Clear architectural details, even lighting, minor weathering and wires slightly distract but overall impression is good and acceptable. | S-TECH(7.2): Minor softness and slight noise in shadows; edges are mostly clean, no clipping or color cast; compression artifacts absent. | S-AESTH(7.2): Symmetrical composition with strong vertical lines; soft, even lighting under overcast sky; cohesive pink/white palette; red banners add contrast without clashing.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10023.jpg,spaq,r3,,3.9669,"S-GLOBAL(5.2): Dull, overcast lighting and low contrast dominate; details are muted but no major defects. Acceptable for casual viewing. | S-TECH(3.1): Severe blur across entire image, especially in foliage and sky; heavy noise in shadows; crushed darks obscure details; no visible artifacts or color cast. | S-AESTH(3.2): Overcast lighting flattens scene; composition dominated by empty sky; cluttered background with no clear subject or visual hierarchy.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 3.1, ""S-GLOBAL"": 5.2, ""S-AESTH"": 3.2}"
10024.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates entire image; details unrecognizable; first impression is chaotic and unusable. | S-TECH(1.2): Severe motion blur throughout; no discernible edges or textures; content barely recognizable. | S-NATURAL(1.2): Severe motion blur dominates; no natural texture or detail visible. Entire image is smeared, indicating extreme camera shake or intentional blur, not processing artifacts.",1,blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 1.2, ""S-TECH"": 1.2}"
10025.jpg,spaq,r3,,1.8429,"S-GLOBAL(1.2): Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; no sharp edges or textures remain. | S-AESTH(1.2): Severe blur obscures all compositional elements; lighting and color harmony indiscernible; no visual hierarchy or aesthetic coherence.",1,blur|composition,S-AESTH|S-GLOBAL|S-NATURAL,"{""S-AESTH"": 1.2, ""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2}"
10026.jpg,spaq,r3,,1.7647,"S-GLOBAL(1.2): Severe blur dominates entire image; no details discernible; unacceptable for any practical use. | S-TECH(1.2): Severe blur across entire image; no discernible edges or textures. Subject matter barely recognizable due to extreme focus failure. | S-NATURAL(3.2): Severe over-smoothing throughout; textures appear waxy and smeared, especially in rubble and building facade, indicating aggressive noise reduction.",1,blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2, ""S-TECH"": 1.2}"
10027.jpg,spaq,r3,,3.7647,"S-GLOBAL(3.2): Overwhelming lens flare dominates, obscuring details; harsh brightness and dark shadows create poor visibility; distracting blue artifact adds to annoyance. | S-TECH(3.2): Severe highlight clipping at light source, extreme crushed shadows, heavy noise in dark areas, visible chromatic aberration fringes. | S-NATURAL(5.2): Strong lens flare and starburst from bright light source; minor halos suggest slight HDR enhancement, but overall scene remains plausible without overt plasticity or oversaturation.",1,exposure|noise|processing,S-NATURAL|S-TECH|S-GLOBAL,"{""S-NATURAL"": 5.2, ""S-TECH"": 3.2, ""S-GLOBAL"": 3.2}"
10028.jpg,spaq,r3,,6.7314,"S-GLOBAL(7.2): Clear, well-lit urban scene with natural colors; minor distractions from air conditioners and parked vehicles; no major flaws. | S-TECH(7.2): Minor softness and slight noise in shadows; no clipping or color cast; edges mostly clean; gradients smooth; no visible compression artifacts. | S-AESTH(5.2): Ordinary snapshot with flat lighting, cluttered foreground, and no strong composition or color harmony; subject is ambiguous.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10029.jpg,spaq,r3,,6.7314,"S-GLOBAL(7.2): Natural, candid scene with good composition and emotional warmth; minor noise and overcast lighting don't detract from overall pleasant impression. | S-TECH(7.2): Minor softness and slight noise in shadows; edges of foliage and stone path are mostly clear; no clipping or severe artifacts. | S-AESTH(5.2): Ordinary composition with central subject; flat overcast lighting; muted, natural color harmony; stone path creates mild visual hierarchy but lacks aesthetic refinement.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10030.jpg,spaq,r3,,1.2,S-GLOBAL(1.2): Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-TECH(1.2): Severe motion blur throughout; edges and textures are completely smeared; no discernible detail in subject or background. | S-AESTH(1.2): Severe blur obscures all compositional elements; lighting and color are indiscernible; no visual hierarchy or aesthetic coherence exists.,1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10031.jpg,spaq,r3,,5.6686,S-GLOBAL(5.2): Strong backlighting causes severe underexposure in foreground; sun flare is prominent but compositionally natural. Overall acceptable as a moody nature shot. | S-TECH(5.2): Severe shadow crush obscures foliage details; sun is overexposed with lens flare; moderate noise in dark areas; no visible compression or chromatic aberration. | S-AESTH(7.2): Strong backlighting creates dramatic silhouettes and leading lines; composition draws eye to sunburst. Mild underexposure in shadows slightly reduces depth.,1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10032.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Extremely dark, blurry, and indistinct with no discernible subject or detail; overwhelming visual noise dominates the image. | S-TECH(1.2): Severe motion blur, extreme underexposure, and crushed shadows obscure all detail; content barely recognizable. | S-NATURAL(1.2): Severe over-smoothing and noise reduction create waxy, watercolor-like smearing; no natural texture remains.",1,blur|exposure|noise,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 1.2, ""S-TECH"": 1.2}"
10033.jpg,spaq,r3,,1.2,S-GLOBAL(1.2): Severe motion blur dominates; details are unrecognizable; image is unusable for any purpose. | S-NATURAL(1.2): Severe motion blur and extreme over-smoothing; plastic-like texture with watercolor smearing across entire image. | S-AESTH(1.2): Severe motion blur obscures subject and composition; lighting is flat and indistinct; colors are muddy and unharmonious; no visual hierarchy or aesthetic merit.,1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 1.2, ""S-AESTH"": 1.2, ""S-GLOBAL"": 1.2}"
10034.jpg,spaq,r3,,8.8645,"S-CONTENT(9.5): All orange flowers and green leaves are fully visible, no key regions cut or occluded; framing preserves complete subject integrity. | S-GLOBAL(9.2): Vibrant orange flowers and lush green leaves create a lively, natural composition with excellent color contrast and clarity. No flaws detract from the pleasing overall impression. | S-AESTH(7.2): Vibrant orange flowers and lush green leaves create strong color harmony; natural light enhances texture; composition is balanced but slightly cluttered in background.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.5, ""S-GLOBAL"": 9.2}"
10035.jpg,spaq,r3,,8.2065,"S-CONTENT(9.2): Subject (flowers and foliage) fully visible, no occlusion or cropping; all key regions intact and clearly preserved. | S-GLOBAL(7.8): Vibrant purple flowers and lush greenery create a pleasing natural scene; minor clutter and fallen petals are unobtrusive. | S-AESTH(7.2): Pleasant purple-green harmony; natural light softens blooms; composition feels organic but lacks strong focal point or depth.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 7.8}"
10036.jpg,spaq,r3,,6.7314,S-GLOBAL(7.2): Clear sign with good contrast; minor weathering on trim and small stains are barely noticeable; overall impression is clean and acceptable. | S-TECH(7.2): Crisp text edges and clean wall surfaces; slight softness in shadows and minor noise in sky; no clipping or artifacts. | S-AESTH(5.2): Centered text on red wall; flat lighting and minimal color contrast create ordinary visual experience; no strong composition or hierarchy.,1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10037.jpg,spaq,r3,,2.695,"S-GLOBAL(3.2): Severe motion blur dominates, obscuring subject details; dull lighting and flat composition make image unengaging and hard to accept. | S-TECH(3.1): Severe motion blur obscures subject details; edges smeared, text on shirt illegible; no other artifacts dominate. | S-AESTH(1.2): Severe motion blur obscures subject and composition; flat, unbalanced lighting; monotonous color palette; no visual hierarchy or aesthetic appeal.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 3.1, ""S-GLOBAL"": 3.2, ""S-AESTH"": 1.2}"
10038.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-TECH(1.2): Severe motion blur throughout; edges smeared, no discernible fine detail, extreme loss of clarity and focus. | S-AESTH(1.2): Severe motion blur obscures all subjects; chaotic composition with no visual hierarchy; lighting flat and unflattering; colors clash due to lack of focus.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10039.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe blur dominates entire image; details lost, making scene indistinct and unusable for any purpose. | S-TECH(1.2): Severe blur across entire image; edges and textures indistinct; motion or focus failure; no discernible fine detail. | S-AESTH(1.2): Severe blur across entire image; no clear subject or visual hierarchy. Flat, overexposed lighting and chaotic composition make it actively unpleasant to view.",1,blur|exposure|color,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10040.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe blur across entire image; details unrecognizable; poor focus dominates impression; unacceptable for viewing. | S-TECH(1.2): Severe blur across entire image; edges and textures indistinguishable; no discernible fine detail or focus. | S-AESTH(1.2): Severe blur across entire image; no clear subject or visual hierarchy. Flat, overexposed lighting and chaotic composition make it actively unpleasant to view.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10041.jpg,spaq,r3,,4.7314,"S-GLOBAL(5.2): Image is rotated 90°, creating disorientation; otherwise, clear and well-lit with no major flaws. Rotated orientation dominates first impression but is tolerable. | S-TECH(5.2): Moderate noise in shadows and midtones; slight blur on cap edge; minor JPEG artifacts near bright reflections; overall detail preserved but not crisp. | S-AESTH(3.2): Awkward vertical orientation, cluttered background, flat lighting, and unclear subject focus reduce aesthetic appeal.",1,composition|exposure|content,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 3.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10042.jpg,spaq,r3,,6.8519,"S-GLOBAL(7.5): Clear, well-lit mall corridor with balanced composition; minor glare on floor and slight noise in shadows don't detract from overall good impression. | S-TECH(7.2): Minor softness and slight noise in shadows; clean exposure, neutral white balance, no visible compression or chromatic aberration. | S-AESTH(5.2): Symmetrical composition with repeating ceiling patterns and red lanterns; neutral lighting lacks mood; color harmony is functional but unremarkable; visual hierarchy is clear but generic.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.5}"
10043.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Overwhelming lens flare dominates image, obscuring content; severe glare and lack of visible detail make it unusable and visually jarring. | S-TECH(1.2): Severe exposure issues: blown-out highlight with starburst flare, crushed shadows, and extreme blur; details lost entirely. | S-AESTH(1.2): Overwhelming lens flare dominates, obscuring subject; chaotic light and dark contrast; no clear composition or visual hierarchy; actively unpleasant to view.",1,exposure|blur|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10044.jpg,spaq,r3,,3.2,"S-GLOBAL(3.2): Severe motion blur dominates, obscuring details; colors are vibrant but indistinct; overall impression is poor and hard to ignore. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like textures; colors appear unnaturally saturated, especially pinks and oranges. | S-AESTH(3.2): Severe motion blur obscures composition and lighting; colors clash due to lack of focus; visual hierarchy lost.",1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 3.2, ""S-AESTH"": 3.2, ""S-GLOBAL"": 3.2}"
10045.jpg,spaq,r3,,5.7647,"S-GLOBAL(5.2): Night scene with noticeable noise and low light; traffic lights and building windows are visible but lack clarity; overall tolerable for casual viewing. | S-TECH(5.2): Crushed shadows and noise in dark areas; moderate blur on tree branches and sign edges; slight color cast from artificial lights. | S-NATURAL(7.2): Subtle noise and slight edge halos from night capture; no overt sharpening, HDR, or oversaturation; skin not present; natural overall.",1,exposure|noise|composition,S-NATURAL|S-TECH|S-GLOBAL,"{""S-NATURAL"": 7.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10046.jpg,spaq,r3,,1.2,"S-GLOBAL(1.2): Severe motion blur and overexposed lights dominate, making scene unrecognizable; unacceptable for any viewer. | S-TECH(1.2): Severe motion blur throughout; extreme highlight clipping from streetlights; no discernible fine detail or texture; image barely recognizable. | S-AESTH(1.2): Severe motion blur, overexposed lights, and chaotic composition make the image visually jarring and unpleasant to view.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10047.jpg,spaq,r3,,5.2,"S-GLOBAL(5.2): Severe underexposure dominates, obscuring details in shadows; bright windows create harsh contrast but composition is clear and recognizable. | S-TECH(5.2): Severe exposure imbalance: crushed shadows dominate interior, while windows are overexposed. Fine details lost in dark areas; no visible noise or artifacts. | S-AESTH(5.2): Ordinary composition with flat lighting; red wall and logo are clear but lack visual depth or emotional resonance.",1,exposure|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10048.jpg,spaq,r3,,3.8179,"S-GLOBAL(3.2): Severe blur dominates the image, making details indistinct and unappealing; overall impression is poor despite recognizable content. | S-NATURAL(5.2): Noticeable blur and softness throughout; no sharpening or HDR artifacts, but textures lack detail, suggesting mild processing or low-res capture. | S-AESTH(3.1): Blurred focus and cluttered background distract from subject; flat lighting lacks depth; colors are muted and unharmonious.",1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 5.2, ""S-AESTH"": 3.1, ""S-GLOBAL"": 3.2}"
10049.jpg,spaq,r3,,3.7306,"S-GLOBAL(3.2): Severe lens flare and overexposed light dominate, obscuring details; dark, noisy background lacks clarity; overall impression is flawed and distracting. | S-TECH(3.1): Severe exposure issues: blown-out highlight and crushed shadows; heavy noise in dark areas; motion blur evident. | S-NATURAL(5.2): Noticeable noise and grain in shadows; light source overexposed with halo, but no oversaturation or smoothing. Plausible low-light capture.",1,exposure|noise|blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 3.2, ""S-NATURAL"": 5.2, ""S-TECH"": 3.1}"
10050.jpg,spaq,r3,,1.7647,"S-GLOBAL(1.2): Severe blur dominates entire image; no discernible details; completely unacceptable for viewing. | S-TECH(1.2): Severe blur across entire image; no discernible edges or textures. Highlights are completely clipped, shadows lack detail. No usable technical fidelity. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; no sharp edges or textures remain.",1,blur|exposure,S-TECH|S-GLOBAL|S-NATURAL,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2}"
