img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10094.jpg,spaq,r1b,3,4.0,,3,,,
10095.jpg,spaq,r1b,2,3.0,,3,,,
10096.jpg,spaq,r1b,3,6.0,,3,,,
10097.jpg,spaq,r1b,2,3.0,,3,,,
10098.jpg,spaq,r1b,2,3.0,,3,,,
10099.jpg,spaq,r1b,3,5.0,,3,,,
10100.jpg,spaq,r1b,3,5.0,,3,,,
10101.jpg,spaq,r1b,4,7.0,,3,,,
10102.jpg,spaq,r1b,3,5.0,,3,,,
10103.jpg,spaq,r1b,2,3.0,,3,,,
10104.jpg,spaq,r1b,2,2.0,,3,,,
10105.jpg,spaq,r1b,2,2.0,,3,,,
10106.jpg,spaq,r1b,3,6.0,,3,,,
10107.jpg,spaq,r1b,2,3.0,,3,,,
10108.jpg,spaq,r1b,3,4.0,,3,,,
10109.jpg,spaq,r1b,2,2.0,,3,,,
10110.jpg,spaq,r1b,3,4.0,,3,,,
10111.jpg,spaq,r1b,2,2.0,,3,,,
10112.jpg,spaq,r1b,2,3.0,,3,,,
10113.jpg,spaq,r1b,4,7.0,,3,,,
10114.jpg,spaq,r1b,3,4.0,,3,,,
10115.jpg,spaq,r1b,3,4.0,,3,,,
10116.jpg,spaq,r1b,3,4.0,,3,,,
10117.jpg,spaq,r1b,4,7.0,,3,,,
10118.jpg,spaq,r1b,4,7.0,,3,,,
10119.jpg,spaq,r1b,3,5.0,,3,,,
10120.jpg,spaq,r1b,2,3.0,,3,,,
10121.jpg,spaq,r1b,3,5.0,,3,,,
10122.jpg,spaq,r1b,3,4.0,,3,,,
10123.jpg,spaq,r1b,4,7.0,,3,,,
10124.jpg,spaq,r1b,3,6.0,,3,,,
10125.jpg,spaq,r1b,3,6.0,,3,,,
10126.jpg,spaq,r1b,3,4.0,,3,,,
10127.jpg,spaq,r1b,2,3.0,,3,,,
10128.jpg,spaq,r1b,4,7.0,,3,,,
10129.jpg,spaq,r1b,2,3.0,,3,,,
10130.jpg,spaq,r1b,3,4.0,,3,,,
10131.jpg,spaq,r1b,2,3.0,,3,,,
10132.jpg,spaq,r1b,2,2.0,,3,,,
10133.jpg,spaq,r1b,2,2.0,,3,,,
10134.jpg,spaq,r1b,2,2.0,,3,,,
10135.jpg,spaq,r1b,3,6.0,,3,,,
10136.jpg,spaq,r1b,3,4.0,,3,,,
10137.jpg,spaq,r1b,3,4.0,,3,,,
10138.jpg,spaq,r1b,2,3.0,,3,,,
10139.jpg,spaq,r1b,2,2.0,,3,,,
10140.jpg,spaq,r1b,4,7.0,,3,,,
10141.jpg,spaq,r1b,3,6.0,,3,,,
10142.jpg,spaq,r1b,2,3.0,,3,,,
10143.jpg,spaq,r1b,3,5.0,,3,,,
10144.jpg,spaq,r1b,2,3.0,,3,,,
10145.jpg,spaq,r1b,4,7.0,,3,,,
10146.jpg,spaq,r1b,4,7.0,,3,,,
10147.jpg,spaq,r1b,2,3.0,,3,,,
10148.jpg,spaq,r1b,3,6.0,,3,,,
10149.jpg,spaq,r1b,2,3.0,,3,,,
10150.jpg,spaq,r1b,4,7.0,,3,,,
10151.jpg,spaq,r1b,3,4.0,,3,,,
10152.jpg,spaq,r1b,2,3.0,,3,,,
10153.jpg,spaq,r1b,3,5.0,,3,,,
10154.jpg,spaq,r1b,2,3.0,,3,,,
10155.jpg,spaq,r1b,3,6.0,,3,,,
10156.jpg,spaq,r1b,3,5.0,,3,,,
10157.jpg,spaq,r1b,3,6.0,,3,,,
10158.jpg,spaq,r1b,2,3.0,,3,,,
10159.jpg,spaq,r1b,2,3.0,,3,,,
10160.jpg,spaq,r1b,3,5.0,,3,,,
10161.jpg,spaq,r1b,2,3.0,,3,,,
10162.jpg,spaq,r1b,2,2.0,,3,,,
10163.jpg,spaq,r1b,3,6.0,,3,,,
10164.jpg,spaq,r1b,3,5.0,,3,,,
10165.jpg,spaq,r1b,4,8.0,,3,,,
10166.jpg,spaq,r1b,2,2.0,,3,,,
10167.jpg,spaq,r1b,2,2.0,,3,,,
10168.jpg,spaq,r1b,3,5.0,,3,,,
10169.jpg,spaq,r1b,3,4.0,,3,,,
10170.jpg,spaq,r1b,3,5.0,,3,,,
10171.jpg,spaq,r1b,3,6.0,,3,,,
10172.jpg,spaq,r1b,2,3.0,,3,,,
10173.jpg,spaq,r1b,2,3.0,,3,,,
10174.jpg,spaq,r1b,2,3.0,,3,,,
10175.jpg,spaq,r1b,4,7.0,,3,,,
10176.jpg,spaq,r1b,3,6.0,,3,,,
10177.jpg,spaq,r1b,4,7.0,,3,,,
10178.jpg,spaq,r1b,3,4.0,,3,,,
10179.jpg,spaq,r1b,2,3.0,,3,,,
10180.jpg,spaq,r1b,3,6.0,,3,,,
10181.jpg,spaq,r1b,3,4.0,,3,,,
10182.jpg,spaq,r1b,2,2.0,,3,,,
10183.jpg,spaq,r1b,3,5.0,,3,,,
10184.jpg,spaq,r1b,3,4.0,,3,,,
10185.jpg,spaq,r1b,2,2.0,,3,,,
10186.jpg,spaq,r1b,3,6.0,,3,,,
10187.jpg,spaq,r1b,4,7.0,,3,,,
10188.jpg,spaq,r1b,4,8.0,,3,,,
10189.jpg,spaq,r1b,3,5.0,,3,,,
10190.jpg,spaq,r1b,4,7.0,,3,,,
10191.jpg,spaq,r1b,3,4.0,,3,,,
10192.jpg,spaq,r1b,3,6.0,,3,,,
10193.jpg,spaq,r1b,3,6.0,,3,,,
10194.jpg,spaq,r1b,2,2.0,,3,,,
10195.jpg,spaq,r1b,2,2.0,,3,,,
10196.jpg,spaq,r1b,2,2.0,,3,,,
10197.jpg,spaq,r1b,4,7.0,,3,,,
10198.jpg,spaq,r1b,3,4.0,,3,,,
10199.jpg,spaq,r1b,4,7.0,,3,,,
10200.jpg,spaq,r1b,2,3.0,,3,,,
10201.jpg,spaq,r1b,2,2.0,,3,,,
10202.jpg,spaq,r1b,3,6.0,,3,,,
10203.jpg,spaq,r1b,3,6.0,,3,,,
10204.jpg,spaq,r1b,3,4.0,,3,,,
10205.jpg,spaq,r1b,2,2.0,,3,,,
10206.jpg,spaq,r1b,2,2.0,,3,,,
10207.jpg,spaq,r1b,3,6.0,,3,,,
10208.jpg,spaq,r1b,2,2.0,,3,,,
10209.jpg,spaq,r1b,3,6.0,,3,,,
10210.jpg,spaq,r1b,4,7.0,,3,,,
10211.jpg,spaq,r1b,3,6.0,,3,,,
10212.jpg,spaq,r1b,3,5.0,,3,,,
10213.jpg,spaq,r1b,2,3.0,,3,,,
10214.jpg,spaq,r1b,2,3.0,,3,,,
10215.jpg,spaq,r1b,2,2.0,,3,,,
10216.jpg,spaq,r1b,3,6.0,,3,,,
10217.jpg,spaq,r1b,3,5.0,,3,,,
10218.jpg,spaq,r1b,3,6.0,,3,,,
10219.jpg,spaq,r1b,2,2.0,,3,,,
10220.jpg,spaq,r1b,2,3.0,,3,,,
10221.jpg,spaq,r1b,3,5.0,,3,,,
10222.jpg,spaq,r1b,2,3.0,,3,,,
10223.jpg,spaq,r1b,2,3.0,,3,,,
10224.jpg,spaq,r1b,2,3.0,,3,,,
10225.jpg,spaq,r1b,4,7.0,,3,,,
10226.jpg,spaq,r1b,4,7.0,,3,,,
10227.jpg,spaq,r1b,3,6.0,,3,,,
10228.jpg,spaq,r1b,4,7.0,,3,,,
10229.jpg,spaq,r1b,4,7.0,,3,,,
10230.jpg,spaq,r1b,3,5.0,,3,,,
10231.jpg,spaq,r1b,2,3.0,,3,,,
10232.jpg,spaq,r1b,3,5.0,,3,,,
10233.jpg,spaq,r1b,2,3.0,,3,,,
10234.jpg,spaq,r1b,4,8.0,,3,,,
10235.jpg,spaq,r1b,3,6.0,,3,,,
10236.jpg,spaq,r1b,2,2.0,,3,,,
10237.jpg,spaq,r1b,2,3.0,,3,,,
10238.jpg,spaq,r1b,3,4.0,,3,,,
10239.jpg,spaq,r1b,2,2.0,,3,,,
10240.jpg,spaq,r1b,3,4.0,,3,,,
10241.jpg,spaq,r1b,3,4.0,,3,,,
10242.jpg,spaq,r1b,3,5.0,,3,,,
10243.jpg,spaq,r1b,3,6.0,,3,,,
10244.jpg,spaq,r1b,2,2.0,,3,,,
10245.jpg,spaq,r1b,3,5.0,,3,,,
10246.jpg,spaq,r1b,2,3.0,,3,,,
10247.jpg,spaq,r1b,3,5.0,,3,,,
10248.jpg,spaq,r1b,3,5.0,,3,,,
10249.jpg,spaq,r1b,4,7.0,,3,,,
10250.jpg,spaq,r1b,2,3.0,,3,,,
10251.jpg,spaq,r1b,2,2.0,,3,,,
10252.jpg,spaq,r1b,3,4.0,,3,,,
10253.jpg,spaq,r1b,4,7.0,,3,,,
10254.jpg,spaq,r1b,3,4.0,,3,,,
10255.jpg,spaq,r1b,3,6.0,,3,,,
10256.jpg,spaq,r1b,3,5.0,,3,,,
10257.jpg,spaq,r1b,4,7.0,,3,,,
10258.jpg,spaq,r1b,3,6.0,,3,,,
10259.jpg,spaq,r1b,3,6.0,,3,,,
10260.jpg,spaq,r1b,3,4.0,,3,,,
10261.jpg,spaq,r1b,2,3.0,,3,,,
10262.jpg,spaq,r1b,2,3.0,,3,,,
10263.jpg,spaq,r1b,3,5.0,,3,,,
10264.jpg,spaq,r1b,3,5.0,,3,,,
10265.jpg,spaq,r1b,2,3.0,,3,,,
10266.jpg,spaq,r1b,2,3.0,,3,,,
10267.jpg,spaq,r1b,4,8.0,,3,,,
10268.jpg,spaq,r1b,3,6.0,,3,,,
10269.jpg,spaq,r1b,4,7.0,,3,,,
10270.jpg,spaq,r1b,2,3.0,,3,,,
10271.jpg,spaq,r1b,3,6.0,,3,,,
10272.jpg,spaq,r1b,3,4.0,,3,,,
10273.jpg,spaq,r1b,4,7.0,,3,,,
10274.jpg,spaq,r1b,2,2.0,,3,,,
10275.jpg,spaq,r1b,3,4.0,,3,,,
10276.jpg,spaq,r1b,4,7.0,,3,,,
10277.jpg,spaq,r1b,2,3.0,,3,,,
10278.jpg,spaq,r1b,3,4.0,,3,,,
10279.jpg,spaq,r1b,2,3.0,,3,,,
10280.jpg,spaq,r1b,3,4.0,,3,,,
10281.jpg,spaq,r1b,3,4.0,,3,,,
10282.jpg,spaq,r1b,4,7.0,,3,,,
10283.jpg,spaq,r1b,4,7.0,,3,,,
10284.jpg,spaq,r1b,3,6.0,,3,,,
10285.jpg,spaq,r1b,2,3.0,,3,,,
10286.jpg,spaq,r1b,3,6.0,,3,,,
10287.jpg,spaq,r1b,3,4.0,,3,,,
10288.jpg,spaq,r1b,2,2.0,,3,,,
10289.jpg,spaq,r1b,3,6.0,,3,,,
10290.jpg,spaq,r1b,2,3.0,,3,,,
10291.jpg,spaq,r1b,3,6.0,,3,,,
10292.jpg,spaq,r1b,2,3.0,,3,,,
10293.jpg,spaq,r1b,2,3.0,,3,,,
10294.jpg,spaq,r1b,2,3.0,,3,,,
10295.jpg,spaq,r1b,2,3.0,,3,,,
10296.jpg,spaq,r1b,2,3.0,,3,,,
10297.jpg,spaq,r1b,3,5.0,,3,,,
10298.jpg,spaq,r1b,3,5.0,,3,,,
10299.jpg,spaq,r1b,2,3.0,,3,,,
10300.jpg,spaq,r1b,3,5.0,,3,,,
10301.jpg,spaq,r1b,2,2.0,,3,,,
10302.jpg,spaq,r1b,3,4.0,,3,,,
10303.jpg,spaq,r1b,4,7.0,,3,,,
10304.jpg,spaq,r1b,3,5.0,,3,,,
10305.jpg,spaq,r1b,2,3.0,,3,,,
10306.jpg,spaq,r1b,3,6.0,,3,,,
10307.jpg,spaq,r1b,3,4.0,,3,,,
10308.jpg,spaq,r1b,3,6.0,,3,,,
10309.jpg,spaq,r1b,3,4.0,,3,,,
10310.jpg,spaq,r1b,4,7.0,,3,,,
10311.jpg,spaq,r1b,3,6.0,,3,,,
10312.jpg,spaq,r1b,2,3.0,,3,,,
10313.jpg,spaq,r1b,3,4.0,,3,,,
10314.jpg,spaq,r1b,2,2.0,,3,,,
10315.jpg,spaq,r1b,3,4.0,,3,,,
10316.jpg,spaq,r1b,3,6.0,,3,,,
10317.jpg,spaq,r1b,3,4.0,,3,,,
10318.jpg,spaq,r1b,3,6.0,,3,,,
10319.jpg,spaq,r1b,2,3.0,,3,,,
10320.jpg,spaq,r1b,4,7.0,,3,,,
10321.jpg,spaq,r1b,3,6.0,,3,,,
10322.jpg,spaq,r1b,2,2.0,,3,,,
10323.jpg,spaq,r1b,4,7.0,,3,,,
10324.jpg,spaq,r1b,2,3.0,,3,,,
10325.jpg,spaq,r1b,4,7.0,,3,,,
10326.jpg,spaq,r1b,2,3.0,,3,,,
10327.jpg,spaq,r1b,3,4.0,,3,,,
10328.jpg,spaq,r1b,3,4.0,,3,,,
10329.jpg,spaq,r1b,3,5.0,,3,,,
10330.jpg,spaq,r1b,3,6.0,,3,,,
10331.jpg,spaq,r1b,2,2.0,,3,,,
10332.jpg,spaq,r1b,4,7.0,,3,,,
10333.jpg,spaq,r1b,2,3.0,,3,,,
10334.jpg,spaq,r1b,3,6.0,,3,,,
10335.jpg,spaq,r1b,2,3.0,,3,,,
10336.jpg,spaq,r1b,4,7.0,,3,,,
10337.jpg,spaq,r1b,2,3.0,,3,,,
10338.jpg,spaq,r1b,3,4.0,,3,,,
10339.jpg,spaq,r1b,3,6.0,,3,,,
10340.jpg,spaq,r1b,3,4.0,,3,,,
10341.jpg,spaq,r1b,3,6.0,,3,,,
10342.jpg,spaq,r1b,3,6.0,,3,,,
10343.jpg,spaq,r1b,3,5.0,,3,,,
10344.jpg,spaq,r1b,2,3.0,,3,,,
10345.jpg,spaq,r1b,2,2.0,,3,,,
10346.jpg,spaq,r1b,3,5.0,,3,,,
10347.jpg,spaq,r1b,3,5.0,,3,,,
10348.jpg,spaq,r1b,2,2.0,,3,,,
10349.jpg,spaq,r1b,3,6.0,,3,,,
10350.jpg,spaq,r1b,2,3.0,,3,,,
10351.jpg,spaq,r1b,3,6.0,,3,,,
10352.jpg,spaq,r1b,3,6.0,,3,,,
10353.jpg,spaq,r1b,4,7.0,,3,,,
10354.jpg,spaq,r1b,2,3.0,,3,,,
10355.jpg,spaq,r1b,4,8.0,,3,,,
10356.jpg,spaq,r1b,3,6.0,,3,,,
10357.jpg,spaq,r1b,2,3.0,,3,,,
10358.jpg,spaq,r1b,2,3.0,,3,,,
10359.jpg,spaq,r1b,4,7.0,,3,,,
10360.jpg,spaq,r1b,2,3.0,,3,,,
10361.jpg,spaq,r1b,3,6.0,,3,,,
10362.jpg,spaq,r1b,4,7.0,,3,,,
10363.jpg,spaq,r1b,3,5.0,,3,,,
10364.jpg,spaq,r1b,2,2.0,,3,,,
10365.jpg,spaq,r1b,2,2.0,,3,,,
10366.jpg,spaq,r1b,3,5.0,,3,,,
10367.jpg,spaq,r1b,2,3.0,,3,,,
10368.jpg,spaq,r1b,3,5.0,,3,,,
10369.jpg,spaq,r1b,2,3.0,,3,,,
10370.jpg,spaq,r1b,3,6.0,,3,,,
10371.jpg,spaq,r1b,2,3.0,,3,,,
10372.jpg,spaq,r1b,3,5.0,,3,,,
10373.jpg,spaq,r1b,2,2.0,,3,,,
10374.jpg,spaq,r1b,3,5.0,,3,,,
10375.jpg,spaq,r1b,2,2.0,,3,,,
10376.jpg,spaq,r1b,3,5.0,,3,,,
10377.jpg,spaq,r1b,4,7.0,,3,,,
10378.jpg,spaq,r1b,2,2.0,,3,,,
10379.jpg,spaq,r1b,2,2.0,,3,,,
10380.jpg,spaq,r1b,4,7.0,,3,,,
10381.jpg,spaq,r1b,2,3.0,,3,,,
10382.jpg,spaq,r1b,4,7.0,,3,,,
10383.jpg,spaq,r1b,4,7.0,,3,,,
10384.jpg,spaq,r1b,3,4.0,,3,,,
10385.jpg,spaq,r1b,3,5.0,,3,,,
10386.jpg,spaq,r1b,4,8.0,,3,,,
10387.jpg,spaq,r1b,3,5.0,,3,,,
10388.jpg,spaq,r1b,3,5.0,,3,,,
10389.jpg,spaq,r1b,2,2.0,,3,,,
10390.jpg,spaq,r1b,2,3.0,,3,,,
10391.jpg,spaq,r1b,2,3.0,,3,,,
10392.jpg,spaq,r1b,3,4.0,,3,,,
10393.jpg,spaq,r1b,3,4.0,,3,,,
10394.jpg,spaq,r1b,2,2.0,,3,,,
10395.jpg,spaq,r1b,2,2.0,,3,,,
10396.jpg,spaq,r1b,3,4.0,,3,,,
10397.jpg,spaq,r1b,2,3.0,,3,,,
10398.jpg,spaq,r1b,2,3.0,,3,,,
10399.jpg,spaq,r1b,2,2.0,,3,,,
10400.jpg,spaq,r1b,2,2.0,,3,,,
10401.jpg,spaq,r1b,3,5.0,,3,,,
10402.jpg,spaq,r1b,3,6.0,,3,,,
10403.jpg,spaq,r1b,3,6.0,,3,,,
10404.jpg,spaq,r1b,2,3.0,,3,,,
10405.jpg,spaq,r1b,2,2.0,,3,,,
10406.jpg,spaq,r1b,4,7.0,,3,,,
10407.jpg,spaq,r1b,2,2.0,,3,,,
10408.jpg,spaq,r1b,3,4.0,,3,,,
10409.jpg,spaq,r1b,2,2.0,,3,,,
10410.jpg,spaq,r1b,3,6.0,,3,,,
10411.jpg,spaq,r1b,2,3.0,,3,,,
10412.jpg,spaq,r1b,4,8.0,,3,,,
10413.jpg,spaq,r1b,2,3.0,,3,,,
10414.jpg,spaq,r1b,3,5.0,,3,,,
10415.jpg,spaq,r1b,3,5.0,,3,,,
10416.jpg,spaq,r1b,2,3.0,,3,,,
10417.jpg,spaq,r1b,3,6.0,,3,,,
10418.jpg,spaq,r1b,2,3.0,,3,,,
10419.jpg,spaq,r1b,3,4.0,,3,,,
10420.jpg,spaq,r1b,2,2.0,,3,,,
10421.jpg,spaq,r1b,2,3.0,,3,,,
10422.jpg,spaq,r1b,4,7.0,,3,,,
10423.jpg,spaq,r1b,3,6.0,,3,,,
10424.jpg,spaq,r1b,2,3.0,,3,,,
10425.jpg,spaq,r1b,3,6.0,,3,,,
10426.jpg,spaq,r1b,4,7.0,,3,,,
10427.jpg,spaq,r1b,3,4.0,,3,,,
10428.jpg,spaq,r1b,2,2.0,,3,,,
10429.jpg,spaq,r1b,3,6.0,,3,,,
10430.jpg,spaq,r1b,2,3.0,,3,,,
10431.jpg,spaq,r1b,3,6.0,,3,,,
10432.jpg,spaq,r1b,3,4.0,,3,,,
10433.jpg,spaq,r1b,2,3.0,,3,,,
10434.jpg,spaq,r1b,3,4.0,,3,,,
10435.jpg,spaq,r1b,2,2.0,,3,,,
10436.jpg,spaq,r1b,3,5.0,,3,,,
10437.jpg,spaq,r1b,3,4.0,,3,,,
10438.jpg,spaq,r1b,2,3.0,,3,,,
10439.jpg,spaq,r1b,2,3.0,,3,,,
10440.jpg,spaq,r1b,2,2.0,,3,,,
10441.jpg,spaq,r1b,3,5.0,,3,,,
10442.jpg,spaq,r1b,2,2.0,,3,,,
10443.jpg,spaq,r1b,3,5.0,,3,,,
10444.jpg,spaq,r1b,3,6.0,,3,,,
10445.jpg,spaq,r1b,4,7.0,,3,,,
10446.jpg,spaq,r1b,3,4.0,,3,,,
10447.jpg,spaq,r1b,2,3.0,,3,,,
10448.jpg,spaq,r1b,2,3.0,,3,,,
10449.jpg,spaq,r1b,2,3.0,,3,,,
10450.jpg,spaq,r1b,3,6.0,,3,,,
10451.jpg,spaq,r1b,2,3.0,,3,,,
10452.jpg,spaq,r1b,2,2.0,,3,,,
10453.jpg,spaq,r1b,3,6.0,,3,,,
10454.jpg,spaq,r1b,3,5.0,,3,,,
10455.jpg,spaq,r1b,2,3.0,,3,,,
10456.jpg,spaq,r1b,2,2.0,,3,,,
10457.jpg,spaq,r1b,3,4.0,,3,,,
10458.jpg,spaq,r1b,2,3.0,,3,,,
10459.jpg,spaq,r1b,3,4.0,,3,,,
10460.jpg,spaq,r1b,2,3.0,,3,,,
10461.jpg,spaq,r1b,2,2.0,,3,,,
10462.jpg,spaq,r1b,3,4.0,,3,,,
10463.jpg,spaq,r1b,4,7.0,,3,,,
10464.jpg,spaq,r1b,3,6.0,,3,,,
10465.jpg,spaq,r1b,3,4.0,,3,,,
10466.jpg,spaq,r1b,3,6.0,,3,,,
10467.jpg,spaq,r1b,3,6.0,,3,,,
10468.jpg,spaq,r1b,2,3.0,,3,,,
10469.jpg,spaq,r1b,4,7.0,,3,,,
10470.jpg,spaq,r1b,3,6.0,,3,,,
10471.jpg,spaq,r1b,4,7.0,,3,,,
10472.jpg,spaq,r1b,2,3.0,,3,,,
10473.jpg,spaq,r1b,3,4.0,,3,,,
10474.jpg,spaq,r1b,3,6.0,,3,,,
10475.jpg,spaq,r1b,2,3.0,,3,,,
10476.jpg,spaq,r1b,2,3.0,,3,,,
10477.jpg,spaq,r1b,3,6.0,,3,,,
10478.jpg,spaq,r1b,4,7.0,,3,,,
10479.jpg,spaq,r1b,4,7.0,,3,,,
10480.jpg,spaq,r1b,3,5.0,,3,,,
10481.jpg,spaq,r1b,2,2.0,,3,,,
10482.jpg,spaq,r1b,4,7.0,,3,,,
10483.jpg,spaq,r1b,2,3.0,,3,,,
10484.jpg,spaq,r1b,3,5.0,,3,,,
10485.jpg,spaq,r1b,2,3.0,,3,,,
10486.jpg,spaq,r1b,2,3.0,,3,,,
10487.jpg,spaq,r1b,3,6.0,,3,,,
10488.jpg,spaq,r1b,2,2.0,,3,,,
10489.jpg,spaq,r1b,2,2.0,,3,,,
10490.jpg,spaq,r1b,3,4.0,,3,,,
10491.jpg,spaq,r1b,2,2.0,,3,,,
10492.jpg,spaq,r1b,4,8.0,,3,,,
10493.jpg,spaq,r1b,3,6.0,,3,,,
10494.jpg,spaq,r1b,3,4.0,,3,,,
10495.jpg,spaq,r1b,3,4.0,,3,,,
10496.jpg,spaq,r1b,2,2.0,,3,,,
10497.jpg,spaq,r1b,3,4.0,,3,,,
10498.jpg,spaq,r1b,2,3.0,,3,,,
10499.jpg,spaq,r1b,3,5.0,,3,,,
10500.jpg,spaq,r1b,3,4.0,,3,,,
10501.jpg,spaq,r1b,3,5.0,,3,,,
10502.jpg,spaq,r1b,2,3.0,,3,,,
10503.jpg,spaq,r1b,2,3.0,,3,,,
10504.jpg,spaq,r1b,3,4.0,,3,,,
10505.jpg,spaq,r1b,4,8.0,,3,,,
10506.jpg,spaq,r1b,3,5.0,,3,,,
10507.jpg,spaq,r1b,4,7.0,,3,,,
10508.jpg,spaq,r1b,4,7.0,,3,,,
10509.jpg,spaq,r1b,3,4.0,,3,,,
10510.jpg,spaq,r1b,2,2.0,,3,,,
10511.jpg,spaq,r1b,2,3.0,,3,,,
10512.jpg,spaq,r1b,3,6.0,,3,,,
10513.jpg,spaq,r1b,4,7.0,,3,,,
10514.jpg,spaq,r1b,2,3.0,,3,,,
10515.jpg,spaq,r1b,3,4.0,,3,,,
