img_id,dataset,route,score
10106.jpg,spaq,r1anchor,5.8
10107.jpg,spaq,r1anchor,3.2
10108.jpg,spaq,r1anchor,4.2
10109.jpg,spaq,r1anchor,2.1
10110.jpg,spaq,r1anchor,4.2
10111.jpg,spaq,r1anchor,2.1
10112.jpg,spaq,r1anchor,2.1
10113.jpg,spaq,r1anchor,7.8
10114.jpg,spaq,r1anchor,4.2
10115.jpg,spaq,r1anchor,3.2
10116.jpg,spaq,r1anchor,5.2
10117.jpg,spaq,r1anchor,7.2
10118.jpg,spaq,r1anchor,8.2
10119.jpg,spaq,r1anchor,5.8
10120.jpg,spaq,r1anchor,2.1
10121.jpg,spaq,r1anchor,5.2
10122.jpg,spaq,r1anchor,4.2
10123.jpg,spaq,r1anchor,7.8
10124.jpg,spaq,r1anchor,6.8
10125.jpg,spaq,r1anchor,6.8
10126.jpg,spaq,r1anchor,3.2
10127.jpg,spaq,r1anchor,2.1
10128.jpg,spaq,r1anchor,7.8
10129.jpg,spaq,r1anchor,2.1
10130.jpg,spaq,r1anchor,4.2
10131.jpg,spaq,r1anchor,2.1
10132.jpg,spaq,r1anchor,2.1
10133.jpg,spaq,r1anchor,2.3
10134.jpg,spaq,r1anchor,1.2
10135.jpg,spaq,r1anchor,6.2
10136.jpg,spaq,r1anchor,4.2
10137.jpg,spaq,r1anchor,3.2
10138.jpg,spaq,r1anchor,2.8
10139.jpg,spaq,r1anchor,2.1
10140.jpg,spaq,r1anchor,7.2
10141.jpg,spaq,r1anchor,6.8
10142.jpg,spaq,r1anchor,2.1
10143.jpg,spaq,r1anchor,5.8
10144.jpg,spaq,r1anchor,3.2
10145.jpg,spaq,r1anchor,7.2
10146.jpg,spaq,r1anchor,7.8
10147.jpg,spaq,r1anchor,3.2
10148.jpg,spaq,r1anchor,6.8
10149.jpg,spaq,r1anchor,2.8
10150.jpg,spaq,r1anchor,7.2
10151.jpg,spaq,r1anchor,3.2
10152.jpg,spaq,r1anchor,2.8
10153.jpg,spaq,r1anchor,5.2
10154.jpg,spaq,r1anchor,2.1
10155.jpg,spaq,r1anchor,6.8
10156.jpg,spaq,r1anchor,5.8
10157.jpg,spaq,r1anchor,6.8
10158.jpg,spaq,r1anchor,2.1
10159.jpg,spaq,r1anchor,2.8
10160.jpg,spaq,r1anchor,6.2
10161.jpg,spaq,r1anchor,2.1
10162.jpg,spaq,r1anchor,2.1
10163.jpg,spaq,r1anchor,7.2
10164.jpg,spaq,r1anchor,5.8
10165.jpg,spaq,r1anchor,8.2
10166.jpg,spaq,r1anchor,2.1
10167.jpg,spaq,r1anchor,2.1
10168.jpg,spaq,r1anchor,5.2
10169.jpg,spaq,r1anchor,3.2
10170.jpg,spaq,r1anchor,5.8
10171.jpg,spaq,r1anchor,6.8
10172.jpg,spaq,r1anchor,2.3
10173.jpg,spaq,r1anchor,2.1
10174.jpg,spaq,r1anchor,2.8
10175.jpg,spaq,r1anchor,7.2
10176.jpg,spaq,r1anchor,6.8
10177.jpg,spaq,r1anchor,7.2
10178.jpg,spaq,r1anchor,3.2
10179.jpg,spaq,r1anchor,2.1
10180.jpg,spaq,r1anchor,6.8
10181.jpg,spaq,r1anchor,3.2
10182.jpg,spaq,r1anchor,2.1
10183.jpg,spaq,r1anchor,5.8
10184.jpg,spaq,r1anchor,4.2
10185.jpg,spaq,r1anchor,1.2
10186.jpg,spaq,r1anchor,7.2
10187.jpg,spaq,r1anchor,7.8
10188.jpg,spaq,r1anchor,8.7
10189.jpg,spaq,r1anchor,5.8
10190.jpg,spaq,r1anchor,7.8
10191.jpg,spaq,r1anchor,3.2
10192.jpg,spaq,r1anchor,6.8
10193.jpg,spaq,r1anchor,6.2
10194.jpg,spaq,r1anchor,2.1
10195.jpg,spaq,r1anchor,1.2
10196.jpg,spaq,r1anchor,2.1
10197.jpg,spaq,r1anchor,6.8
10198.jpg,spaq,r1anchor,3.2
10199.jpg,spaq,r1anchor,7.8
10200.jpg,spaq,r1anchor,3.2
10201.jpg,spaq,r1anchor,2.1
10202.jpg,spaq,r1anchor,6.8
10203.jpg,spaq,r1anchor,7.2
10204.jpg,spaq,r1anchor,3.2
10205.jpg,spaq,r1anchor,2.1
10206.jpg,spaq,r1anchor,2.1
10207.jpg,spaq,r1anchor,6.8
10208.jpg,spaq,r1anchor,1.2
10209.jpg,spaq,r1anchor,6.8
10210.jpg,spaq,r1anchor,7.2
10211.jpg,spaq,r1anchor,6.8
10212.jpg,spaq,r1anchor,5.8
10213.jpg,spaq,r1anchor,2.1
10214.jpg,spaq,r1anchor,2.8
10215.jpg,spaq,r1anchor,1.2
10216.jpg,spaq,r1anchor,6.8
10217.jpg,spaq,r1anchor,5.8
10218.jpg,spaq,r1anchor,5.8
10219.jpg,spaq,r1anchor,2.1
10220.jpg,spaq,r1anchor,2.1
10221.jpg,spaq,r1anchor,5.2
10222.jpg,spaq,r1anchor,2.8
10223.jpg,spaq,r1anchor,2.1
10224.jpg,spaq,r1anchor,2.1
10225.jpg,spaq,r1anchor,8.2
10226.jpg,spaq,r1anchor,7.2
10227.jpg,spaq,r1anchor,7.2
10228.jpg,spaq,r1anchor,7.2
10229.jpg,spaq,r1anchor,7.2
10230.jpg,spaq,r1anchor,5.8
10231.jpg,spaq,r1anchor,2.8
10232.jpg,spaq,r1anchor,5.8
10233.jpg,spaq,r1anchor,2.8
10234.jpg,spaq,r1anchor,8.2
10235.jpg,spaq,r1anchor,6.2
10236.jpg,spaq,r1anchor,2.3
10237.jpg,spaq,r1anchor,2.8
10238.jpg,spaq,r1anchor,4.2
10239.jpg,spaq,r1anchor,2.3
10240.jpg,spaq,r1anchor,3.2
10241.jpg,spaq,r1anchor,3.2
10242.jpg,spaq,r1anchor,5.2
10243.jpg,spaq,r1anchor,6.8
10244.jpg,spaq,r1anchor,2.3
10245.jpg,spaq,r1anchor,5.8
10246.jpg,spaq,r1anchor,2.1
10247.jpg,spaq,r1anchor,5.8
10248.jpg,spaq,r1anchor,5.2
10249.jpg,spaq,r1anchor,7.2
10250.jpg,spaq,r1anchor,2.1
10251.jpg,spaq,r1anchor,1.2
10252.jpg,spaq,r1anchor,4.2
10253.jpg,spaq,r1anchor,7.2
10254.jpg,spaq,r1anchor,4.2
10255.jpg,spaq,r1anchor,6.8
10256.jpg,spaq,r1anchor,4.2
10257.jpg,spaq,r1anchor,7.2
10258.jpg,spaq,r1anchor,5.8
10259.jpg,spaq,r1anchor,6.8
10260.jpg,spaq,r1anchor,3.2
10261.jpg,spaq,r1anchor,2.3
10262.jpg,spaq,r1anchor,2.1
10263.jpg,spaq,r1anchor,5.2
10264.jpg,spaq,r1anchor,5.8
10265.jpg,spaq,r1anchor,2.1
10266.jpg,spaq,r1anchor,2.3
10267.jpg,spaq,r1anchor,8.7
10268.jpg,spaq,r1anchor,6.8
10269.jpg,spaq,r1anchor,7.2
10270.jpg,spaq,r1anchor,2.1
10271.jpg,spaq,r1anchor,6.8
10272.jpg,spaq,r1anchor,3.2
10273.jpg,spaq,r1anchor,7.8
10274.jpg,spaq,r1anchor,2.1
10275.jpg,spaq,r1anchor,4.2
10276.jpg,spaq,r1anchor,7.2
10277.jpg,spaq,r1anchor,2.1
10278.jpg,spaq,r1anchor,4.2
10279.jpg,spaq,r1anchor,2.1
10280.jpg,spaq,r1anchor,3.2
10281.jpg,spaq,r1anchor,3.2
10282.jpg,spaq,r1anchor,7.2
10283.jpg,spaq,r1anchor,7.2
10284.jpg,spaq,r1anchor,6.8
10285.jpg,spaq,r1anchor,2.1
10286.jpg,spaq,r1anchor,6.8
10287.jpg,spaq,r1anchor,4.2
10288.jpg,spaq,r1anchor,2.3
10289.jpg,spaq,r1anchor,6.8
10290.jpg,spaq,r1anchor,2.3
10291.jpg,spaq,r1anchor,6.8
10292.jpg,spaq,r1anchor,3.2
10293.jpg,spaq,r1anchor,3.2
10294.jpg,spaq,r1anchor,2.8
10295.jpg,spaq,r1anchor,2.8
10296.jpg,spaq,r1anchor,2.1
10297.jpg,spaq,r1anchor,5.8
10298.jpg,spaq,r1anchor,5.2
10299.jpg,spaq,r1anchor,2.3
10300.jpg,spaq,r1anchor,5.2
10301.jpg,spaq,r1anchor,2.1
10302.jpg,spaq,r1anchor,4.2
10303.jpg,spaq,r1anchor,7.2
10304.jpg,spaq,r1anchor,5.2
10305.jpg,spaq,r1anchor,3.2
10306.jpg,spaq,r1anchor,6.8
10307.jpg,spaq,r1anchor,4.2
10308.jpg,spaq,r1anchor,6.8
10309.jpg,spaq,r1anchor,4.2
10310.jpg,spaq,r1anchor,7.2
10311.jpg,spaq,r1anchor,7.2
10312.jpg,spaq,r1anchor,2.8
10313.jpg,spaq,r1anchor,4.2
10314.jpg,spaq,r1anchor,2.1
10315.jpg,spaq,r1anchor,3.2
10316.jpg,spaq,r1anchor,7.2
10317.jpg,spaq,r1anchor,5.2
10318.jpg,spaq,r1anchor,5.8
10319.jpg,spaq,r1anchor,3.2
10320.jpg,spaq,r1anchor,8.2
10321.jpg,spaq,r1anchor,6.8
10322.jpg,spaq,r1anchor,2.1
10323.jpg,spaq,r1anchor,7.2
10324.jpg,spaq,r1anchor,2.8
10325.jpg,spaq,r1anchor,7.8
10326.jpg,spaq,r1anchor,2.1
10327.jpg,spaq,r1anchor,3.2
10328.jpg,spaq,r1anchor,4.2
10329.jpg,spaq,r1anchor,5.2
10330.jpg,spaq,r1anchor,6.8
10331.jpg,spaq,r1anchor,2.3
10332.jpg,spaq,r1anchor,7.2
10333.jpg,spaq,r1anchor,2.1
10334.jpg,spaq,r1anchor,6.8
10335.jpg,spaq,r1anchor,2.8
10336.jpg,spaq,r1anchor,7.2
10337.jpg,spaq,r1anchor,2.1
10338.jpg,spaq,r1anchor,4.2
10339.jpg,spaq,r1anchor,7.2
10340.jpg,spaq,r1anchor,4.2
10341.jpg,spaq,r1anchor,6.8
10342.jpg,spaq,r1anchor,5.2
10343.jpg,spaq,r1anchor,6.8
10344.jpg,spaq,r1anchor,3.2
10345.jpg,spaq,r1anchor,2.1
10346.jpg,spaq,r1anchor,5.2
10347.jpg,spaq,r1anchor,5.8
10348.jpg,spaq,r1anchor,2.3
10349.jpg,spaq,r1anchor,6.8
10350.jpg,spaq,r1anchor,2.1
10351.jpg,spaq,r1anchor,6.8
10352.jpg,spaq,r1anchor,6.8
10353.jpg,spaq,r1anchor,7.2
10354.jpg,spaq,r1anchor,2.3
10355.jpg,spaq,r1anchor,8.7
10356.jpg,spaq,r1anchor,6.8
10357.jpg,spaq,r1anchor,2.1
10358.jpg,spaq,r1anchor,2.3
10359.jpg,spaq,r1anchor,7.2
10360.jpg,spaq,r1anchor,3.2
10361.jpg,spaq,r1anchor,6.8
10362.jpg,spaq,r1anchor,7.2
10363.jpg,spaq,r1anchor,5.8
10364.jpg,spaq,r1anchor,2.1
10365.jpg,spaq,r1anchor,2.1
10366.jpg,spaq,r1anchor,4.2
10367.jpg,spaq,r1anchor,2.8
10368.jpg,spaq,r1anchor,5.2
10369.jpg,spaq,r1anchor,2.8
10370.jpg,spaq,r1anchor,5.8
10371.jpg,spaq,r1anchor,3.2
10372.jpg,spaq,r1anchor,5.2
10373.jpg,spaq,r1anchor,2.1
10374.jpg,spaq,r1anchor,5.8
10375.jpg,spaq,r1anchor,2.1
10376.jpg,spaq,r1anchor,5.8
10377.jpg,spaq,r1anchor,7.2
10378.jpg,spaq,r1anchor,2.1
10379.jpg,spaq,r1anchor,2.1
10380.jpg,spaq,r1anchor,7.8
10381.jpg,spaq,r1anchor,2.1
10382.jpg,spaq,r1anchor,7.8
10383.jpg,spaq,r1anchor,7.2
10384.jpg,spaq,r1anchor,3.2
10385.jpg,spaq,r1anchor,6.2
10386.jpg,spaq,r1anchor,8.7
10387.jpg,spaq,r1anchor,5.8
10388.jpg,spaq,r1anchor,5.2
10389.jpg,spaq,r1anchor,1.2
10390.jpg,spaq,r1anchor,3.2
10391.jpg,spaq,r1anchor,3.2
10392.jpg,spaq,r1anchor,3.2
10393.jpg,spaq,r1anchor,3.2
10394.jpg,spaq,r1anchor,2.1
10395.jpg,spaq,r1anchor,2.3
10396.jpg,spaq,r1anchor,4.2
10397.jpg,spaq,r1anchor,2.1
10398.jpg,spaq,r1anchor,2.1
10399.jpg,spaq,r1anchor,2.1
10400.jpg,spaq,r1anchor,1.2
10401.jpg,spaq,r1anchor,5.2
10402.jpg,spaq,r1anchor,6.2
10403.jpg,spaq,r1anchor,6.8
10404.jpg,spaq,r1anchor,3.2
10405.jpg,spaq,r1anchor,2.1
10406.jpg,spaq,r1anchor,7.2
10407.jpg,spaq,r1anchor,1.2
10408.jpg,spaq,r1anchor,3.2
10409.jpg,spaq,r1anchor,2.1
10410.jpg,spaq,r1anchor,6.8
10411.jpg,spaq,r1anchor,2.8
10412.jpg,spaq,r1anchor,8.2
10413.jpg,spaq,r1anchor,2.1
10414.jpg,spaq,r1anchor,5.8
10415.jpg,spaq,r1anchor,5.2
10416.jpg,spaq,r1anchor,2.1
10417.jpg,spaq,r1anchor,6.8
10418.jpg,spaq,r1anchor,3.2
10419.jpg,spaq,r1anchor,4.2
10420.jpg,spaq,r1anchor,1.2
10421.jpg,spaq,r1anchor,2.8
10422.jpg,spaq,r1anchor,7.8
10423.jpg,spaq,r1anchor,6.8
10424.jpg,spaq,r1anchor,3.2
10425.jpg,spaq,r1anchor,6.8
10426.jpg,spaq,r1anchor,7.8
10427.jpg,spaq,r1anchor,5.2
10428.jpg,spaq,r1anchor,2.1
10429.jpg,spaq,r1anchor,6.8
10430.jpg,spaq,r1anchor,3.2
10431.jpg,spaq,r1anchor,6.8
10432.jpg,spaq,r1anchor,3.2
10433.jpg,spaq,r1anchor,2.3
10434.jpg,spaq,r1anchor,3.2
10435.jpg,spaq,r1anchor,2.1
10436.jpg,spaq,r1anchor,5.2
10437.jpg,spaq,r1anchor,4.2
10438.jpg,spaq,r1anchor,2.8
10439.jpg,spaq,r1anchor,2.8
10440.jpg,spaq,r1anchor,2.1
10441.jpg,spaq,r1anchor,5.8
10442.jpg,spaq,r1anchor,2.1
10443.jpg,spaq,r1anchor,5.2
10444.jpg,spaq,r1anchor,6.8
10445.jpg,spaq,r1anchor,7.2
10446.jpg,spaq,r1anchor,4.2
10447.jpg,spaq,r1anchor,2.1
10448.jpg,spaq,r1anchor,2.1
10449.jpg,spaq,r1anchor,3.2
10450.jpg,spaq,r1anchor,6.8
10451.jpg,spaq,r1anchor,3.2
10452.jpg,spaq,r1anchor,2.3
10453.jpg,spaq,r1anchor,6.2
10454.jpg,spaq,r1anchor,5.8
10455.jpg,spaq,r1anchor,2.3
10456.jpg,spaq,r1anchor,2.1
10457.jpg,spaq,r1anchor,3.2
10458.jpg,spaq,r1anchor,2.3
10459.jpg,spaq,r1anchor,4.2
10460.jpg,spaq,r1anchor,2.1
10461.jpg,spaq,r1anchor,2.1
10462.jpg,spaq,r1anchor,4.2
10463.jpg,spaq,r1anchor,7.2
10464.jpg,spaq,r1anchor,6.8
10465.jpg,spaq,r1anchor,3.2
10466.jpg,spaq,r1anchor,5.8
10467.jpg,spaq,r1anchor,6.8
10468.jpg,spaq,r1anchor,2.3
10469.jpg,spaq,r1anchor,7.2
10470.jpg,spaq,r1anchor,5.8
10471.jpg,spaq,r1anchor,7.2
10472.jpg,spaq,r1anchor,2.3
10473.jpg,spaq,r1anchor,4.2
10474.jpg,spaq,r1anchor,6.8
10475.jpg,spaq,r1anchor,2.3
10476.jpg,spaq,r1anchor,2.8
10477.jpg,spaq,r1anchor,5.8
10478.jpg,spaq,r1anchor,7.2
10479.jpg,spaq,r1anchor,7.2
10480.jpg,spaq,r1anchor,6.8
10481.jpg,spaq,r1anchor,2.1
10482.jpg,spaq,r1anchor,7.8
10483.jpg,spaq,r1anchor,2.1
10484.jpg,spaq,r1anchor,5.2
10485.jpg,spaq,r1anchor,3.2
10486.jpg,spaq,r1anchor,2.8
10487.jpg,spaq,r1anchor,5.8
10488.jpg,spaq,r1anchor,2.3
10489.jpg,spaq,r1anchor,2.1
10490.jpg,spaq,r1anchor,4.2
10491.jpg,spaq,r1anchor,1.2
10492.jpg,spaq,r1anchor,8.7
10493.jpg,spaq,r1anchor,5.8
10494.jpg,spaq,r1anchor,4.2
10495.jpg,spaq,r1anchor,4.2
10496.jpg,spaq,r1anchor,2.1
10497.jpg,spaq,r1anchor,3.2
10498.jpg,spaq,r1anchor,2.1
10499.jpg,spaq,r1anchor,4.2
10500.jpg,spaq,r1anchor,4.2
10501.jpg,spaq,r1anchor,5.8
10502.jpg,spaq,r1anchor,2.1
10503.jpg,spaq,r1anchor,2.1
10504.jpg,spaq,r1anchor,4.2
10505.jpg,spaq,r1anchor,8.2
10506.jpg,spaq,r1anchor,5.8
10507.jpg,spaq,r1anchor,7.2
10508.jpg,spaq,r1anchor,7.2
10509.jpg,spaq,r1anchor,4.2
10510.jpg,spaq,r1anchor,2.1
10511.jpg,spaq,r1anchor,2.1
10512.jpg,spaq,r1anchor,6.8
10513.jpg,spaq,r1anchor,7.8
10514.jpg,spaq,r1anchor,2.1
10515.jpg,spaq,r1anchor,4.2
10516.jpg,spaq,r1anchor,4.2
10517.jpg,spaq,r1anchor,5.8
10518.jpg,spaq,r1anchor,6.8
10519.jpg,spaq,r1anchor,6.8
10520.jpg,spaq,r1anchor,5.2
10521.jpg,spaq,r1anchor,6.8
10522.jpg,spaq,r1anchor,3.2
10523.jpg,spaq,r1anchor,7.8
10524.jpg,spaq,r1anchor,7.2
10525.jpg,spaq,r1anchor,6.8
10526.jpg,spaq,r1anchor,5.2
10527.jpg,spaq,r1anchor,5.8
10528.jpg,spaq,r1anchor,2.3
10529.jpg,spaq,r1anchor,2.3
10530.jpg,spaq,r1anchor,2.1
10531.jpg,spaq,r1anchor,3.2
10532.jpg,spaq,r1anchor,2.3
10533.jpg,spaq,r1anchor,5.2
10534.jpg,spaq,r1anchor,6.8
10535.jpg,spaq,r1anchor,2.1
10536.jpg,spaq,r1anchor,6.8
10537.jpg,spaq,r1anchor,5.2
10538.jpg,spaq,r1anchor,2.1
10539.jpg,spaq,r1anchor,7.8
10540.jpg,spaq,r1anchor,2.3
10541.jpg,spaq,r1anchor,6.8
10542.jpg,spaq,r1anchor,6.8
10543.jpg,spaq,r1anchor,3.2
10544.jpg,spaq,r1anchor,2.8
10545.jpg,spaq,r1anchor,2.3
10546.jpg,spaq,r1anchor,2.3
10547.jpg,spaq,r1anchor,2.1
10548.jpg,spaq,r1anchor,6.2
10549.jpg,spaq,r1anchor,7.8
10550.jpg,spaq,r1anchor,2.8
10551.jpg,spaq,r1anchor,8.7
10552.jpg,spaq,r1anchor,3.2
10553.jpg,spaq,r1anchor,2.3
10554.jpg,spaq,r1anchor,3.2
10555.jpg,spaq,r1anchor,5.2
10556.jpg,spaq,r1anchor,2.8
10557.jpg,spaq,r1anchor,2.3
10558.jpg,spaq,r1anchor,6.8
10559.jpg,spaq,r1anchor,2.1
10560.jpg,spaq,r1anchor,2.3
10561.jpg,spaq,r1anchor,2.8
10562.jpg,spaq,r1anchor,2.3
10563.jpg,spaq,r1anchor,2.8
10564.jpg,spaq,r1anchor,6.2
10565.jpg,spaq,r1anchor,1.2
10566.jpg,spaq,r1anchor,2.1
10567.jpg,spaq,r1anchor,2.1
10568.jpg,spaq,r1anchor,6.8
10569.jpg,spaq,r1anchor,4.2
10570.jpg,spaq,r1anchor,4.2
10571.jpg,spaq,r1anchor,2.1
10572.jpg,spaq,r1anchor,7.2
10573.jpg,spaq,r1anchor,2.1
10574.jpg,spaq,r1anchor,7.8
10575.jpg,spaq,r1anchor,2.1
10576.jpg,spaq,r1anchor,2.3
10577.jpg,spaq,r1anchor,6.2
10578.jpg,spaq,r1anchor,1.2
10579.jpg,spaq,r1anchor,5.8
10580.jpg,spaq,r1anchor,6.2
10582.jpg,spaq,r1anchor,2.1
10583.jpg,spaq,r1anchor,2.8
10584.jpg,spaq,r1anchor,6.8
10585.jpg,spaq,r1anchor,2.3
10586.jpg,spaq,r1anchor,5.2
10587.jpg,spaq,r1anchor,5.8
10588.jpg,spaq,r1anchor,5.2
10589.jpg,spaq,r1anchor,5.8
10590.jpg,spaq,r1anchor,4.2
10591.jpg,spaq,r1anchor,2.1
10592.jpg,spaq,r1anchor,2.1
10593.jpg,spaq,r1anchor,3.2
10594.jpg,spaq,r1anchor,3.2
10595.jpg,spaq,r1anchor,3.2
10596.jpg,spaq,r1anchor,2.8
10597.jpg,spaq,r1anchor,2.8
10598.jpg,spaq,r1anchor,3.2
10599.jpg,spaq,r1anchor,2.1
10600.jpg,spaq,r1anchor,3.2
10601.jpg,spaq,r1anchor,4.2
10602.jpg,spaq,r1anchor,6.8
10603.jpg,spaq,r1anchor,2.8
10604.jpg,spaq,r1anchor,6.8
10605.jpg,spaq,r1anchor,2.8
10606.jpg,spaq,r1anchor,6.8
10607.jpg,spaq,r1anchor,6.8
10608.jpg,spaq,r1anchor,2.1
10609.jpg,spaq,r1anchor,7.2
10610.jpg,spaq,r1anchor,2.3
10611.jpg,spaq,r1anchor,6.8
10612.jpg,spaq,r1anchor,2.1
10613.jpg,spaq,r1anchor,2.8
10614.jpg,spaq,r1anchor,4.2
10615.jpg,spaq,r1anchor,3.2
10616.jpg,spaq,r1anchor,6.8
10617.jpg,spaq,r1anchor,7.2
10618.jpg,spaq,r1anchor,5.8
10619.jpg,spaq,r1anchor,6.2
10620.jpg,spaq,r1anchor,3.2
10621.jpg,spaq,r1anchor,5.2
10622.jpg,spaq,r1anchor,1.2
10623.jpg,spaq,r1anchor,5.8
10624.jpg,spaq,r1anchor,2.1
10625.jpg,spaq,r1anchor,2.1
10626.jpg,spaq,r1anchor,4.2
10627.jpg,spaq,r1anchor,2.8
10628.jpg,spaq,r1anchor,5.8
10629.jpg,spaq,r1anchor,2.1
10630.jpg,spaq,r1anchor,4.2
10631.jpg,spaq,r1anchor,7.2
10632.jpg,spaq,r1anchor,2.3
10633.jpg,spaq,r1anchor,2.3
10634.jpg,spaq,r1anchor,1.2
10635.jpg,spaq,r1anchor,6.8
10636.jpg,spaq,r1anchor,6.8
10637.jpg,spaq,r1anchor,1.2
10638.jpg,spaq,r1anchor,2.1
10639.jpg,spaq,r1anchor,8.7
10640.jpg,spaq,r1anchor,2.1
10641.jpg,spaq,r1anchor,2.8
10642.jpg,spaq,r1anchor,7.2
10643.jpg,spaq,r1anchor,6.8
10644.jpg,spaq,r1anchor,6.2
10645.jpg,spaq,r1anchor,1.2
10646.jpg,spaq,r1anchor,5.2
10647.jpg,spaq,r1anchor,8.7
10648.jpg,spaq,r1anchor,5.2
10649.jpg,spaq,r1anchor,7.8
10650.jpg,spaq,r1anchor,4.2
10651.jpg,spaq,r1anchor,7.2
10652.jpg,spaq,r1anchor,5.2
10653.jpg,spaq,r1anchor,5.2
10654.jpg,spaq,r1anchor,2.3
10655.jpg,spaq,r1anchor,6.2
10656.jpg,spaq,r1anchor,5.8
10657.jpg,spaq,r1anchor,4.2
10658.jpg,spaq,r1anchor,3.2
10659.jpg,spaq,r1anchor,5.8
10660.jpg,spaq,r1anchor,2.3
10661.jpg,spaq,r1anchor,7.8
10662.jpg,spaq,r1anchor,6.8
10663.jpg,spaq,r1anchor,7.2
10664.jpg,spaq,r1anchor,2.8
10665.jpg,spaq,r1anchor,5.2
10666.jpg,spaq,r1anchor,3.2
